省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/3/31 12:00,Ⅰ,17.2,7.86,-,10.374,0.52,0.025,0.005,0.78,113.3,3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/3/31 12:00,Ⅱ,16.59,8.37,-,11.824,1.33,0.06,0.0125,0.861,136.7,1.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/3/31 12:00,Ⅱ,16.13,7.65,-,8.24,2.183,0.1079,0.0458,1.815,165.1,14.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/3/31 12:00,Ⅱ,16.61,7.45,-,7.311,0.915,0.0803,0.0658,1.375,156.5,26.9,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/3/31 12:00,Ⅱ,15.61,7.72,-,8.424,2.834,0.1404,0.0475,2.457,377.7,16.6,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/3/31 12:00,Ⅱ,13.68,7.36,-,6.74,1.375,0.0803,0.0244,1.081,124.8,9.9,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/3/31 12:00,Ⅱ,17.79,6.99,-,9.769,1.2,0.2795,0.0609,2.26,245.7,10.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/3/31 12:00,Ⅱ,18.92,7.92,-,9.42,2.406,0.025,0.061,2.035,116.31,4.43,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/3/31 12:00,Ⅲ,16.65,7.41,-,8.338,5.977,0.8,0.1977,3.109,218.9,20.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/3/31 12:00,Ⅱ,17.35,7.548,-,7.32,2.14,0.3726,0.0896,2.4091,191.861,42.872,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/3/31 16:00,Ⅱ,16.9,7.39,-,10.093,0.83,0.025,0.011,0.767,116.9,1.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/3/31 16:00,Ⅲ,18.97,7.61,-,8.522,2.83,0.3936,0.1107,3.062,394.3,119.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/3/31 16:00,Ⅰ,17.6,7.79,-,10.073,0.6,0.025,0.005,0.758,112,5.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/3/31 16:00,Ⅱ,16.75,8.63,-,12.316,1.49,0.06,0.0197,1.011,136.7,2.1,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/3/31 16:00,Ⅱ,16.32,7.76,-,8.418,1.498,0.0522,0.0285,2.047,149.6,8,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/3/31 16:00,Ⅱ,17.11,7.46,-,7.345,0.838,0.0756,0.0736,1.243,159.2,34.2,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/3/31 16:00,Ⅱ,15.93,7.69,-,8.119,2.603,0.146,0.0503,2.376,382.1,18.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/3/31 16:00,Ⅱ,13.96,7.38,-,6.743,1.292,0.0563,0.0207,1.08,127.1,8.6,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/3/31 16:00,Ⅱ,19.37,6.9,-,9.41,1.5,0.2224,0.0621,2.228,263.5,11.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/3/31 16:00,Ⅱ,18.49,8.38,-,9.84,2.362,0.025,0.064,2.042,117.55,4.38,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/3/31 16:00,Ⅱ,16.65,7.4,-,8.255,1.853,0.12,0.0572,2.419,218.5,17.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/3/31 16:00,Ⅱ,17.54,7.562,-,7.281,2.02,0.4001,0.0913,2.5041,181.672,45.327,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/3/31 20:00,Ⅱ,16.9,7.32,-,10.123,0.84,0.025,0.011,0.854,116.2,1.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/3/31 20:00,Ⅲ,18.83,7.62,-,8.756,2.86,0.3695,0.1098,3.117,390.5,106.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/3/31 20:00,Ⅰ,17.6,7.73,-,10,0.44,0.025,0.005,0.717,112.7,4.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/3/31 20:00,Ⅱ,16.74,8.48,-,11.908,1.48,0.06,0.014,0.993,136.5,2.1,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/3/31 20:00,Ⅱ,16.32,7.67,-,8.121,2.027,0.0967,0.0481,1.845,163.7,24.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/3/31 20:00,Ⅱ,17.11,7.47,-,7.284,0.822,0.0751,0.074,1.157,158.7,32.7,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/3/31 20:00,Ⅱ,15.93,7.71,-,8.288,2.92,0.1355,0.048,2.288,386.2,15.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/3/31 20:00,Ⅱ,13.84,7.4,-,6.866,1.318,0.0659,0.023,1.085,124.1,14.6,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/3/31 20:00,Ⅱ,17.84,6.92,-,9.755,1.4,0.2972,0.0647,2.245,237.6,10.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/3/31 20:00,Ⅱ,18.6,8.08,-,9.44,2.111,0.025,0.052,1.845,117.81,4.47,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/3/31 20:00,Ⅱ,16.64,7.4,-,8.236,1.735,0.11,0.0588,2.407,216.5,20.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/3/31 20:00,Ⅱ,17.36,7.549,-,7.208,1.96,0.3019,0.0916,2.3662,182.178,66.826,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 0:00,Ⅱ,16.7,7.29,-,9.97,0.84,0.025,0.011,0.854,116,1.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 0:00,Ⅲ,18.89,7.62,-,8.457,2.86,0.3695,0.1098,3.117,396.4,89,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 0:00,Ⅰ,17.5,7.72,-,9.893,0.51,0.025,0.005,0.53,112.3,3.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 0:00,Ⅱ,16.78,8.38,-,11.83,1.48,0.06,0.014,0.993,135.7,2.3,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 0:00,Ⅱ,15.93,7.68,-,8.282,2.027,0.0967,0.0481,1.845,149.1,10.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 0:00,Ⅱ,17.21,7.48,-,7.279,0.822,0.0751,0.074,1.157,162.2,59.6,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 0:00,Ⅱ,16.42,7.89,-,9.182,2.92,0.1355,0.048,2.288,383.4,15.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/1 0:00,Ⅱ,13.95,7.36,-,6.649,1.318,0.0659,0.023,1.085,127.8,14.3,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 0:00,Ⅱ,17.53,6.97,-,9.82,1.4,0.2972,0.0647,2.245,239.7,10.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 0:00,Ⅱ,18.2,7.69,-,9.4,1.668,0.025,0.05,1.866,113.88,3.87,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 0:00,Ⅱ,16.59,7.4,-,8.184,1.627,0.11,0.0578,2.297,214.1,17.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 0:00,Ⅱ,17.3,7.565,-,7.235,1.96,0.3019,0.0916,2.3662,175.911,14.811,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 4:00,Ⅱ,16.2,7.17,-,10.048,0.84,0.025,0.014,0.709,116.5,1.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 4:00,Ⅲ,18.99,7.6,-,8.207,2.83,0.4184,0.1115,3.097,394.6,91.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 4:00,Ⅰ,17.6,7.7,-,9.836,0.34,0.025,0.005,0.585,112.1,3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 4:00,Ⅱ,16.75,8.35,-,11.509,1.45,0.09,0.0131,0.918,135.6,1.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 4:00,Ⅱ,15.93,7.68,-,8.279,1.607,0.0516,0.031,1.884,149.1,10.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 4:00,Ⅱ,17.21,7.48,-,7.226,1.146,0.0864,0.0816,1.229,162.3,37.7,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 4:00,Ⅱ,16.42,7.84,-,8.589,2.834,0.1121,0.055,2.205,383.4,13.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/1 4:00,Ⅱ,13.95,7.37,-,6.546,1.341,0.0599,0.0235,1.114,131.4,13,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 4:00,Ⅱ,18.02,6.97,-,9.673,1.5,0.2177,0.0635,2.214,292,9.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 4:00,Ⅱ,18.6,7.45,-,9.25,1.845,0.025,0.048,2.123,111.94,3.85,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 4:00,Ⅱ,16.58,7.37,-,8.167,1.547,0.11,0.0577,2.368,213.6,17,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 4:00,Ⅱ,17.17,7.55,-,7.46,1.64,0.2419,0.0832,2.3674,171.444,38.931,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 8:00,Ⅱ,16.2,7.18,-,10.023,0.82,0.025,0.012,0.778,115.8,1.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 8:00,Ⅲ,18.86,7.61,-,8.195,3.39,0.3787,0.1124,2.917,403.3,116.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 8:00,Ⅰ,17.7,7.75,-,10.025,0.53,0.025,0.005,0.532,112,3.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 8:00,Ⅱ,16.75,8.45,-,11.777,1.33,0.07,0.0158,0.948,136.9,1.9,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 8:00,Ⅱ,16.81,7.53,-,7.517,3.166,0.1292,0.068,1.842,181.4,32.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 8:00,Ⅱ,17.51,7.45,-,7.202,1.261,0.1048,0.0904,1.901,167.4,45.1,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 8:00,Ⅱ,16.04,7.72,-,8.137,2.705,0.115,0.0571,2.694,384.1,14.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/1 8:00,Ⅱ,14.07,7.37,-,6.6,1.252,0.0767,0.0293,1.615,130.4,23,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 8:00,Ⅱ,17.97,6.96,-,9.719,1.6,0.2134,0.0642,2.225,272.4,12.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 8:00,Ⅱ,18.69,7.17,-,9.16,1.417,0.025,0.051,1.879,107.89,4.04,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 8:00,Ⅱ,16.6,7.39,-,8.113,1.498,0.11,0.0514,2.284,211.7,20.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 8:00,Ⅱ,16.98,7.555,-,7.437,1.97,0.2039,0.0853,2.3193,167.632,51.778,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 12:00,Ⅰ,17.1,7.28,-,10.122,0.88,0.025,0.01,0.79,116.6,1.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 12:00,Ⅲ,19.05,7.58,-,7.896,3.23,0.4023,0.1159,3.057,415.8,100.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 12:00,Ⅰ,18.7,7.9,-,10.208,0.43,0.025,0.008,0.631,112,3.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 12:00,Ⅱ,17.52,8.53,-,11.825,1.32,0.07,0.0146,1.002,135.5,1.9,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 12:00,Ⅱ,16.51,7.74,-,8.188,2.096,0.0706,0.0378,2.235,149.6,14.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 12:00,Ⅱ,18.03,7.44,-,6.955,1.13,0.1209,0.0922,1.71,173.7,39.3,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 12:00,Ⅱ,16.14,7.72,-,8.293,2.688,0.1207,0.0499,2.469,390.9,13.3,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 12:00,Ⅱ,21.47,6.72,-,8.349,1.3,0.2134,0.0623,2.253,287.8,10.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 12:00,Ⅳ,18.3,6.56,-,3.75,1.417,0.025,0.051,1.879,109.05,5.56,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 12:00,Ⅱ,16.58,7.38,-,8.13,1.445,0.1,0.0558,2.272,209.7,16.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 12:00,Ⅱ,17.4,7.576,-,7.431,1.96,0.2278,0.0846,2.2715,169.792,51.082,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 16:00,Ⅰ,18,7.29,-,9.871,1,0.025,0.009,0.778,118.3,1.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 16:00,Ⅲ,19.04,7.54,-,7.756,2.85,0.4183,0.1126,3.047,441.2,74.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 16:00,Ⅰ,19.6,7.83,-,9.902,0.47,0.025,0.005,0.56,112.1,3.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 16:00,劣Ⅴ,17.69,9.01,-,11.767,1.42,0.08,0.0155,1.065,137.1,1.9,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 16:00,Ⅱ,16.32,7.69,-,8.687,2.096,0.067,0.0439,2.196,147.1,15.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 16:00,Ⅱ,17.86,7.45,-,7.054,1.092,0.0942,0.0868,1.355,170.6,37.4,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 16:00,Ⅱ,16.23,7.76,-,8.587,3.039,0.1182,0.0507,2.163,388.5,11.6,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/1 16:00,Ⅲ,17.49,7.74,-,6.73,1.339,0.2258,0.1036,2.945,143.6,213.9,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 16:00,Ⅱ,20.15,6.87,-,9.153,2.2,0.2726,0.0641,2.273,343.8,20.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 16:00,-3,19.17,7.21,-,8.76,1.491,0.025,,,108.64,5.77,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 16:00,Ⅱ,16.58,7.37,-,8.051,1.514,0.11,0.057,2.233,210.4,15.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 16:00,Ⅱ,17.21,7.552,-,7.374,1.92,0.2138,0.0876,2.2912,169.191,55.744,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/1 20:00,Ⅱ,17.4,7.3,-,10.047,0.87,0.025,0.011,0.75,118.7,1.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/1 20:00,Ⅲ,19.02,7.53,-,7.672,2.76,0.3876,0.1094,3.167,432,71.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/1 20:00,Ⅰ,19,7.76,-,9.847,0.44,0.025,0.005,0.73,112.1,3.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/1 20:00,Ⅱ,17.33,8.94,-,11.677,1.49,0.07,0.0137,0.906,137.5,1.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/1 20:00,Ⅱ,16.13,7.67,-,8.713,2.183,0.0834,0.0455,2.204,148.9,18.9,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/1 20:00,Ⅲ,17.93,7.44,-,6.751,1.353,0.1309,0.1039,1.549,182.1,45.1,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/1 20:00,Ⅱ,16.61,7.89,-,9.304,3.065,0.0939,0.0544,2.353,383.4,11.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/1 20:00,Ⅲ,17.29,7.77,-,6.908,0.955,0.2169,0.1034,2.945,137.8,238.7,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/1 20:00,Ⅱ,19.38,6.85,-,9.291,1.9,0.2459,0.0639,2.333,319.4,12.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/1 20:00,Ⅱ,18.01,6.97,-,8.9,1.432,0.025,0.054,2.008,113.48,5.47,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/1 20:00,Ⅱ,16.66,7.36,-,8.108,1.477,0.1,0.0458,2.205,206.8,19.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/1 20:00,Ⅱ,17.01,7.533,-,7.381,1.88,0.1412,0.0826,2.2077,157.878,44.73,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/2 0:00,Ⅱ,16.8,7.4,-,10.225,0.87,0.025,0.011,0.75,120.3,1.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/2 0:00,Ⅲ,18.89,7.54,-,7.757,2.62,0.3688,0.1065,3.217,418.9,64.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/2 0:00,Ⅰ,18.8,7.74,-,9.794,0.44,0.025,0.005,0.73,112.1,2.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/2 0:00,Ⅱ,17.24,8.86,-,11.757,1.49,0.07,0.0137,0.906,138.2,1.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/2 0:00,Ⅱ,16.32,7.68,-,8.787,2.183,0.0834,0.0455,2.204,147.4,25.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/2 0:00,Ⅲ,18.34,7.43,-,7.292,1.353,0.1309,0.1039,1.549,195.2,53.9,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/2 0:00,Ⅱ,16.7,7.87,-,8.874,3.048,0.1098,0.0588,2.397,383.7,11.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/2 0:00,Ⅲ,16.76,7.63,-,6.984,1.153,0.2003,0.097,6.528,131.1,168.8,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/2 0:00,Ⅱ,19.28,6.83,-,9.239,1.9,0.2459,0.0639,2.333,346.8,10.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/2 0:00,Ⅱ,18.3,7.16,-,8.62,1.299,0.025,0.056,1.839,118.88,5.57,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/2 0:00,Ⅱ,17,7.33,-,8.266,1.745,0.11,0.0506,2.106,195.7,51.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/2 0:00,Ⅱ,17.03,7.425,-,7.113,1.88,0.1412,0.0826,2.2077,176.385,28.675,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/2 4:00,Ⅱ,16.7,7.32,-,10.156,0.84,0.025,0.011,0.877,119.8,1.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/2 4:00,Ⅲ,18.73,7.54,-,7.771,2.61,0.3415,0.1024,3.082,397.9,65.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/2 4:00,Ⅰ,18.6,7.71,-,9.734,0.43,0.025,0.005,0.549,111.8,3.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/2 4:00,Ⅱ,17.18,8.76,-,11.532,1.36,0.1,0.0134,0.912,139.3,1.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/2 4:00,Ⅱ,16.32,7.68,-,8.819,2.148,0.101,0.0573,2.156,148.5,27.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/2 4:00,Ⅲ,18.55,7.41,-,7.141,1.661,0.2107,0.1354,2.111,192.1,59.3,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/2 4:00,Ⅱ,16.61,7.75,-,8.131,2.979,0.147,0.0608,2.486,387.3,10,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/2 4:00,Ⅱ,16.84,7.69,-,6.9,1.1,0.1897,0.0933,7.396,137.7,175.8,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/2 4:00,Ⅱ,18.9,6.84,-,9.243,2.4,0.2621,0.0659,2.453,351.3,11.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/2 4:00,Ⅱ,18.91,7.04,-,8.55,1.225,0.025,0.057,1.784,118.79,5.64,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/2 4:00,Ⅱ,16.82,7.37,-,8.351,1.724,0.11,0.053,2.012,186.2,52.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/2 4:00,Ⅱ,17.05,7.493,-,7.111,1.71,0.1989,0.083,2.3009,159.567,50.333,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/2 8:00,Ⅱ,16.6,7.29,-,10.178,0.91,0.03,0.015,0.784,120,1.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/2 8:00,Ⅲ,18.62,7.55,-,7.8,3.22,0.322,0.1044,3.067,391,69.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/2 8:00,Ⅰ,18.6,7.73,-,9.82,0.59,0.025,0.005,0.631,112,3.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/2 8:00,Ⅱ,17.36,8.86,-,11.921,1.43,0.07,0.0173,1.056,140.7,1.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/2 8:00,Ⅱ,16.32,7.69,-,8.745,2.85,0.0941,0.059,2.327,146.7,26.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/2 8:00,Ⅲ,18.65,7.38,-,6.514,2.246,0.2461,0.1654,2.476,185.8,80.6,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/2 8:00,Ⅱ,16.61,7.66,-,7.904,3.193,0.2249,0.0843,2.826,377.6,13.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/2 8:00,Ⅱ,16.79,7.66,-,6.934,1.11,0.1818,0.0933,6.294,136.2,167,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/2 8:00,Ⅱ,18.45,6.87,-,9.515,2,0.2409,0.0631,2.607,296.7,12.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/2 8:00,Ⅱ,18,7,-,8.43,1.432,0.025,0.061,1.73,121.76,5.55,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/2 8:00,Ⅱ,16.84,7.36,-,8.193,1.509,0.11,0.0502,1.969,189.1,31.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/4/2 8:00,Ⅱ,17.16,7.514,-,7.229,1.89,0.2139,0.0824,2.1663,161.071,53.85,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/4/2 12:00,Ⅱ,17.5,7.36,-,10.2,0.8,0.03,0.014,0.784,118.8,1.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/4/2 12:00,Ⅲ,19.52,7.52,-,7.776,2.94,0.3509,0.1069,3.027,393.3,82.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/4/2 12:00,Ⅰ,18.9,8.03,-,10.415,0.49,0.025,0.005,0.553,112,3.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/4/2 12:00,劣Ⅴ,17.94,9.24,-,12.547,1.77,0.07,0.0261,1.125,140.9,36.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/4/2 12:00,Ⅱ,16.42,7.64,-,8.553,2.3,0.0933,0.0527,2.132,147.7,22.9,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/4/2 12:00,Ⅲ,18.65,7.44,-,6.709,1.923,0.2399,0.1628,2.313,183.1,69.5,,,正常
浙江省,杭州市,东苕溪,太湖流域,汪家埠,2021/4/2 12:00,Ⅱ,16.42,7.73,-,8.458,2.8,0.1165,0.0548,2.509,389.2,11.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/4/2 12:00,Ⅱ,16.6,7.57,-,6.878,1.219,0.1573,0.0811,4.861,132.3,110.6,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/4/2 12:00,Ⅱ,20.1,6.79,-,9.105,2.2,0.2548,0.0666,2.585,303.4,12.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/4/2 12:00,Ⅱ,19.2,7.05,-,8.42,1.255,0.025,0.056,1.771,124.14,5.57,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/4/2 12:00,Ⅱ,16.79,7.37,-,8.176,1.493,0.1,0.0487,1.937,189.7,27.7,,,正常
