水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
22.77,7.66,4.944,5.409,0.12,0.2708,2.601,298.7,63.3
21.63,7.5,7.478,2.314,0.1508,0.0741,2.819,344.3,32.1
23.56,7.399,4.877,1.62,0.3675,0.0815,2.0111,230.092,44.359
25.3,7.51,9.409,3.89,0.401,0.13,2.655,353.9,130.7
23.14,7.68,4.777,5.354,0.17,0.2671,2.525,305.9,64.7
21.73,7.49,7.765,2.608,0.1601,0.0722,2.721,339.2,30.4
23.71,7.436,4.94,1.72,0.3262,0.0838,0.05,222.929,40.625
23.16,7.71,5.503,5.122,0.1,0.214,2.643,302.1,52
21.53,7.47,7.721,2.58,0.1836,0.0787,3.004,321.4,34.1
23.61,7.445,5.015,1.79,0.2904,0.082,2.0119,217.551,38.495
23,7.72,5.749,4.796,0.13,0.1924,2.631,305.9,43
21.33,7.47,7.695,2.7,0.1872,0.077,3.483,314.1,31.7
23.43,7.577,5.034,1.48,0.2809,0.083,2.0435,212.051,41.999
23.53,7.43,9.195,3.93,0.477,0.1311,2.621,385.6,84.4
22.5,7.55,5.322,4.337,0.15,0.1581,3.269,260.9,34.5
21.04,7.04,8.501,5.712,0.8251,0.0894,3.78,1,1.4
22.91,7.414,4.923,2.24,0.329,0.0973,2.5,189.998,29.854
24.27,7.43,10.553,4.17,0.4743,0.1429,2.837,387.1,99.7
23.68,7.59,5.413,4.331,0.12,0.1133,3.302,265.9,15.4
21.63,7.39,6.482,2.534,0.1678,0.0803,4.072,328,20.3
23.77,7.424,4.867,2.22,0.3231,0.0967,2.4716,193.262,28.311
24.77,7.45,10.535,4.09,0.491,0.1359,2.958,390.7,84
24.33,7.6,5.442,3.972,0.11,0.1008,3.257,268,13.7
23.98,7.453,4.927,2.08,0.2946,0.0994,2.3892,200.552,30.129
24.29,7.46,9.525,4.03,0.4266,0.1333,2.815,389.3,85
23.88,7.56,5.435,3.884,0.11,0.1168,3.231,265.5,21.8
23.74,7.47,4.811,1.97,0.3149,0.1049,2.3898,208.38,47.918
24.25,7.45,9.352,3.98,0.4357,0.1287,2.815,398.6,62.7
23.58,7.54,5.011,3.961,0.13,0.1051,3.244,261.7,11.5
23.62,7.47,4.797,1.93,0.2864,0.1011,2.3351,215.749,38.526
24.11,7.42,8.973,4.1,0.4276,0.1269,2.87,397.1,70.3
23.27,7.5,4.356,3.945,0.13,0.0925,3.315,259.6,10.6
23.45,7.425,4.929,1.8,0.1597,0.0977,2.2743,197.148,30.908
24.07,7.41,8.838,4.38,0.3761,0.1271,2.804,402.4,85.9
23.38,7.51,4.821,4.293,0.12,0.1293,3.28,259.1,17.2
21.53,7.17,3.691,2.176,0.3081,0.0868,3.7,350.5,16.5
23.27,7.436,5.005,1.91,0.1529,0.0925,2.2101,187.225,36.408
24.66,7.33,11.621,4.74,0.3439,0.1378,2.759,413.1,108.1
23.89,7.49,4.759,3.939,0.09,0.1068,3.281,258.6,11.7
21.83,7.38,6.645,2.13,0.1317,0.068,3.439,338,15.4
23.46,7.454,5.039,1.85,0.1296,0.0984,2.1497,185.392,48.78
24.41,7.45,9.321,4.68,0.3088,0.1412,2.787,410,122.2
24.31,7.5,4.85,4.215,0.11,0.1088,3.283,266.1,12.2
22.03,7.47,6.374,2.342,0.1683,0.07,3.423,344.9,21.4
23.66,7.544,5.259,1.72,0.0837,0.0978,2.0893,179.16,21.86
24.32,7.46,10.831,4.39,0.3492,0.1361,2.815,407.9,101.1
24.14,7.48,4.677,4.409,0.18,0.1019,3.261,272,11.1
21.93,7.67,7.411,2.314,0.109,0.0602,3.35,319.6,18.6
23.4,7.547,5.159,1.65,0.0917,0.0991,1.9595,177.428,64.961
24.07,7.47,9.428,4.16,0.3407,0.1348,2.798,411.5,93.1
24.02,7.49,4.89,4.298,0.16,0.0921,3.157,263.5,9.4
21.73,7.6,6.66,2.544,0.1278,0.0551,3.403,321.3,14
23.18,7.553,5.107,1.7,0.1111,0.1091,1.8886,186.547,88.099
23.93,7.45,9.347,4.18,0.3767,0.129,2.914,415.7,80
23.71,7.46,4.227,4.099,0.16,0.0893,3.114,255,8.8
21.63,7.46,5.624,2.388,0.1837,0.0609,3.924,327,13.3
22.98,7.539,5.127,1.5,0.1507,0.1059,1.9283,195.838,68.746
23.73,7.45,9.361,4.12,0.3165,0.1287,2.638,422.4,88.1
23.36,7.48,4.989,4.083,0.11,0.1146,3.207,246.5,11.4
21.14,7.42,5.252,2.342,0.3289,0.0905,3.836,311,36.8
22.67,7.504,5.206,1.68,0.1873,0.0996,2.0498,202.241,48.293
23.64,7.46,9.437,4.14,0.2967,0.1279,2.677,412.7,98.1
23.49,7.47,4.749,4.017,0.12,0.1216,3.374,248.9,12.6
21.14,7.53,6.472,2.406,0.1467,0.0726,3.434,320.3,25.3
22.43,7.475,5.271,1.62,0.2614,0.097,2.0234,207.067,42.673
23.58,7.48,9.532,4.12,0.3144,0.1331,2.82,407.6,102.1
23.35,7.5,4.574,3.746,0.11,0.1053,3.412,267.7,12.6
20.85,7.5,6.416,2.562,0.1794,0.0751,3.48,322.4,27.9
22.33,7.444,5.185,1.74,0.3358,0.1031,2.0507,232.261,54.413
23.46,7.46,9.601,4.26,0.2773,0.1322,2.655,397.4,90.5
23.44,7.56,4.621,3.79,0.1,0.1175,3.078,281,17.8
20.75,7.49,6.116,2.718,0.1644,0.0783,3.241,317.9,29.7
22.03,7.416,5.21,1.82,0.4932,0.1085,2.1921,240.408,36.637
23.52,7.46,10.895,4.12,0.3136,0.1299,2.831,397.7,92.7
23.33,7.52,4.766,4.271,0.12,0.1509,3.344,266.5,18.6
20.76,7.5,6.217,2.452,0.1581,0.0713,3.193,324.2,22.9
21.98,7.418,5.085,1.81,0.4623,0.1028,2.2052,243.007,26.481
23.35,7.43,9.311,4.01,0.3166,0.1352,3.024,409.3,86.6
22.77,7.52,3.979,3.884,0.28,0.1298,3.059,286.4,17.3
20.85,7.52,6.213,2.58,0.1357,0.0652,3.243,325.8,21
21.88,7.414,5.089,1.88,0.4327,0.0992,2.2538,242.301,21.596
23.52,7.41,8.916,4.23,0.3521,0.1343,2.853,419.7,78.5
22.94,7.58,5.117,3.994,0.11,0.1452,3.122,268.7,28.3
21.04,7.55,6.416,2.158,0.1318,0.0645,3.39,328.9,19.3
22.03,7.428,5.038,1.88,0.4375,0.1026,2.1598,246.842,23.895
24.78,7.42,8.875,4.56,0.347,0.1408,2.936,436.9,104.5
23.9,7.59,5.152,4.287,0.06,0.1679,2.994,257.7,22.8
21.73,7.64,6.971,1.882,0.1222,0.0615,3.471,327.8,19.3
23.07,7.421,5.618,1.91,0.5317,0.109,2.2145,262.801,18.87
24.67,7.44,9.17,4.49,0.3955,0.1382,3.079,435.7,99.5
24.35,7.6,5.33,3.901,0.07,0.1376,3.089,258,22.7
22.33,7.72,7.337,2.222,0.1108,0.0616,3.749,326,19.1
23.42,7.454,4.651,2.03,0.567,0.1155,2.3705,272.214,19.226
24.56,7.42,8.902,4.18,0.4409,0.1318,3.168,425.6,78.4
23.73,7.57,5.041,4.287,0.11,0.1259,3.155,265.6,19.5
22.23,7.69,7.1,2.314,0.1094,0.0578,3.388,326.6,18.3
23.12,7.473,4.665,1.9,0.5854,0.1157,2.3694,273.802,22.005
24.54,7.41,10.081,4.18,0.4409,0.1318,3.168,417.3,65.5
23.43,7.57,4.972,4.287,0.11,0.1259,3.155,268.2,20.6
22.13,7.63,6.695,2.314,0.1094,0.0578,3.388,324.4,16.6
22.9,7.448,4.494,1.9,0.5854,0.1157,2.3694,280.158,17.085
24.37,7.39,8.676,3.89,0.3861,0.1296,3.046,401.4,76.5
23.28,7.55,4.353,4.193,0.3,0.137,3.255,268.6,17.5
21.63,7.56,6.204,2.489,0.1074,0.0582,3.193,321.8,15.6
22.91,7.383,5.996,2,0.4339,0.1077,2.3052,258.322,16.814
24.68,7.38,9.881,3.81,0.4081,0.1311,3.013,404.3,69.8
23.58,7.61,5.21,4.177,0.16,0.1392,3.205,266.7,26.6
21.43,7.53,6.123,2.268,0.1085,0.0523,3.602,319.2,17.9
23.17,7.411,4.774,1.99,0.4559,0.1099,2.2888,255.246,31.488
25.42,7.21,10.033,4.29,0.4531,0.1389,3.057,399.4,90
25.24,7.65,5.324,3.989,0.06,0.1176,3.218,270.1,16.6
22.43,7.59,6.588,2.332,0.1199,0.0616,3.394,316,20.7
23.94,7.44,4.275,1.94,0.4788,0.1195,2.3072,248.137,48.678
25.53,7.4,8.779,4.18,0.3415,0.1391,2.964,393.3,99.4
25.87,7.68,5.563,3.867,0.07,0.1081,3.244,273.4,13.9
23.16,7.77,7.442,2.7,0.1121,0.081,3.222,317.9,21.2
24.05,7.45,4.285,1.86,0.4628,0.1259,2.2503,245.672,60.347
25.42,7.43,8.745,4.26,0.4258,0.1415,2.93,393.1,102.6
25.47,7.67,5.301,3.746,0.08,0.104,3.224,275.4,15.3
23.13,7.83,7.491,2.562,0.0988,0.0679,3.301,322.8,18
23.82,7.479,4.431,1.75,0.5045,0.1262,2.2522,229.953,69.572
25.38,7.43,8.698,3.82,0.4084,0.1345,3.035,397.8,67.1
25.22,7.65,5.038,3.746,0.08,0.104,3.224,276,11.8
22.85,7.77,7.034,2.525,0.1141,0.0631,3.3,317.9,17.3
23.45,7.46,4.415,1.75,0.5045,0.1262,2.2522,210.233,69.428
25.31,7.42,8.594,4.19,0.345,0.1345,3.129,403.5,79.2
25.1,7.61,4.364,3.315,0.16,0.0936,3.135,274.8,10.8
22.23,7.69,6.523,2.553,0.1077,0.0607,3.239,317.1,17.3
23.05,7.492,4.741,1.81,0.3554,0.117,2.1358,191.125,52.192
25.19,7.4,8.352,4.19,0.345,0.1345,3.129,405.1,81.8
25.17,7.66,5.035,3.536,0.08,0.1023,3.105,272.5,14.1
22.03,7.61,6.175,2.378,0.0663,0.0662,3.738,314.8,19.1
22.79,7.5,4.888,1.85,0.2911,0.1128,2.0993,182.492,53.8
25.04,7.42,8.376,6.1,0.432,0.1291,3.024,413.4,80.7
25.05,7.69,5.272,3.773,0.08,0.1088,3.017,269.9,13.3
22.23,7.62,6.458,0.25,0.0656,0.0105,0.348,307.8,21.1
22.44,7.501,4.88,1.52,0.3812,0.1183,2.1058,191.253,59.723
24.8,7.7,5.209,3.055,0.1,0.106,2.998,267.7,13.7
22.33,7.7,6.733,2.314,0.0792,0.0708,3.583,313.6,21.5
23.66,7.436,4.755,1.98,0.5479,0.1299,2.2814,251.058,62.815
24.49,7.7,5.137,3.149,0.07,0.1033,3.078,269,14.2
22.13,7.73,6.877,2.544,0.0801,0.0619,3.304,307.4,21.2
23.95,7.383,3.811,2.03,0.7837,0.1252,2.4608,267.668,24.899
24.71,7.43,7.556,7.68,0.025,0.1498,4.169,443.2,53.9
24.4,7.69,5.018,3.149,0.07,0.1033,3.078,271.3,18.5
21.93,7.72,6.7,2.718,0.0844,0.0658,3.277,310.6,21.3
23.51,7.441,3.983,2.03,0.7837,0.1252,2.4608,256.737,37.377
23.98,7.64,4.448,3.961,0.25,0.1358,3.001,268.9,19.8
21.53,7.58,6.059,2.672,0.0877,0.0674,3.366,310.5,22.3
22.77,7.519,4.624,1.95,0.6888,0.1293,2.4173,223.262,617.117
24.24,7.66,5.17,3.989,0.14,0.1668,2.795,251.3,32.3
21.45,7.54,5.879,2.562,0.0982,0.0687,3.714,314.5,23.2
22.33,7.532,5.281,1.91,0.3529,0.1167,2.1194,182.163,52.36
24.9,7.62,4.997,4.431,0.08,0.1526,2.916,242.1,29.3
22.03,7.52,6.112,2.47,0.0844,0.0671,3.625,321.3,22
22.65,7.542,5.339,1.68,0.2797,0.1162,1.9805,170.615,64.953
25.42,7.41,8.357,4.49,0.3432,0.1374,3.379,414.5,90.8
25.15,7.57,5.113,4.088,0.09,0.1618,3.069,236.7,26.5
22.43,7.64,6.781,2.287,0.0669,0.0651,3.624,323,20
22.74,7.54,5.155,1.78,0.3542,0.1129,2.0029,182.624,40.254
25.22,7.4,8.643,4.44,0.3312,0.1293,3.411,402.8,92.8
24.52,7.57,5.073,4.751,0.08,0.1721,3.056,243.8,28.5
22.54,7.72,7.017,2.378,0.0678,0.0623,3.512,324.5,18.8
22.43,7.535,5.165,1.63,0.3135,0.1098,1.9511,167.329,43.537
25.35,7.41,10.133,4.24,0.3781,0.13,3.221,382,64.7
24.28,7.58,5.136,4.575,0.1,0.1632,3.069,245.5,23.4
22.43,7.76,6.881,2.516,0.0666,0.0663,3.303,323.1,17
22.22,7.565,5.332,1.63,0.2233,0.1117,1.8451,163.668,65.717
25.09,7.4,8.646,4.26,0.4394,0.1331,3.179,396.2,65.8
24.01,7.54,4.499,4.425,0.44,0.1389,3.121,244.5,19.1
22.18,7.73,6.433,2.81,0.0697,0.0682,3.155,321.5,15.9
22.09,7.587,5.533,1.52,0.2836,0.1007,1.8519,175.387,40.688
25.25,7.39,8.543,4.5,0.4175,0.1283,3.158,533.1,74.9
24.11,7.6,5.131,4.354,0.11,0.1429,3.269,246.2,28.5
22.23,7.73,6.497,2.268,0.0626,0.0677,3.537,320,18
22.17,7.516,6.32,4.35,0.2943,0.1044,1.8934,154.16,56.92
25.6,7.39,8.895,4.32,0.3546,0.1197,3.253,493.9,64.5
24.39,7.61,5.123,4.409,0.1,0.142,3.254,244,20.5
22.54,7.87,7.219,2.764,0.0568,0.0728,3.434,320.2,18.5
22.09,7.527,5.382,1.78,0.3122,0.1089,1.8902,159.568,69.381
25.45,7.42,8.349,4.72,0.4283,0.124,2.953,437.7,77.1
24.68,7.61,5.042,4.276,0.1,0.144,3.264,247,19.6
22.85,8.13,8.082,2.645,0.0466,0.0659,3.141,319.4,19.6
21.92,7.566,5.639,1.41,0.267,0.1074,1.8519,162.399,70.337
25.32,7.43,9.593,4.62,0.4138,0.1259,3.074,429.9,84.5
24.43,7.61,4.869,3.967,0.1,0.1205,3.271,255.5,16.6
22.76,8.16,7.923,2.58,0.0479,0.1167,3.213,321.3,18.4
21.03,7.646,6.504,1.26,0.0834,0.0983,1.737,131.595,64.75
25.1,7.43,8.513,4.58,0.4031,0.1253,3.295,430.6,58.7
24.19,7.62,4.956,4.044,0.17,0.1132,3.209,260,13.4
22.54,8.13,7.537,2.874,0.0608,0.0749,3.3,318.1,15.5
20.98,7.599,6.621,1.37,0.1362,0.0921,1.7256,127.063,53.456
25,7.4,8.259,4.36,0.4376,0.1239,3.268,422.4,49.3
23.95,7.57,4.258,4.105,0.37,0.1063,3.128,262.3,13.5
22.33,7.94,6.702,3.26,0.0578,0.085,3.279,319.6,15.1
20.93,7.564,6.592,1.37,0.141,0.0916,1.7624,130.987,55.852
25.21,7.4,8.281,4.15,0.48,0.1181,3.295,428.3,53.2
24.31,7.65,5.098,4.282,0.12,0.1251,3.076,263.9,17.1
22.23,7.84,6.641,2.948,0.055,0.0794,3.53,319.2,16.1
21,7.618,6.818,1.39,0.0546,0.0885,1.6675,119.56,69.028
26.01,7.4,8.151,4.84,0.4994,0.1221,3.132,434.7,100.6
25.71,7.69,5.343,4.238,0.09,0.1219,3.115,262,14.7
22.95,7.94,7.416,2.948,0.0515,0.0733,3.376,316.5,17.7
21.7,7.699,6.886,1.28,0.0373,0.0873,1.5718,117.437,63.932
26.02,7.42,8.228,4.78,0.3631,0.1204,3.221,430.9,83.2
25.76,7.68,5.232,4.276,0.12,0.1087,3.138,261.2,14.8
23.34,8.12,8.214,2.92,0.0403,0.0694,3.313,317.6,18
21.59,7.795,6.985,1.05,0.0362,0.1023,1.4157,116.845,112.573
25.94,7.42,8.41,4.82,0.3485,0.1191,3.347,430.1,87.8
25.43,7.67,5.036,4.144,0.13,0.102,3.152,265,12.8
23.43,8.29,8.581,3.352,0.0425,0.0895,3.655,315.9,39.3
21.15,7.769,6.92,0.99,0.0416,0.0884,1.4172,114.66,69.317
25.82,7.4,8.378,4.47,0.4471,0.1181,3.395,426.5,61
25.12,7.69,5.073,4.215,0.1,0.1109,3.18,272.1,13.4
22.33,7.87,7.781,3.15,0.0394,0.0708,3.391,307.4,22
21.05,7.698,6.704,1.25,0.0538,0.0827,1.439,123.508,58.55
25.65,7.39,8.005,4.48,0.4634,0.122,3.337,419.3,79
24.94,7.68,4.786,3.602,0.3,0.1113,3.081,269.7,13.5
22.33,7.93,7.812,2.966,0.0377,0.0666,3.385,303.7,20.5
20.99,7.634,6.53,1.27,0.063,0.0811,1.4289,142.565,48.996
26.01,7.38,9.134,4.5,0.4373,0.1186,3.221,430.5,63.6
25.3,7.87,5.857,3.597,0.11,0.123,3.031,280,19.2
22.23,7.8,8.002,2.443,0.0422,0.0652,3.715,304.1,22.1
21.21,7.614,6.591,1.41,0.0647,0.0736,1.5625,132.797,38.763
26.63,7.4,7.929,4.79,0.4299,0.1176,3.484,441.2,80.3
26.34,7.95,5.726,3.878,0.08,0.1385,3.048,290.9,26.3
23.26,8.04,8.684,2.847,0.0447,0.0616,3.124,300.7,21.1
21.98,7.576,6.201,1.24,0.1143,0.0794,1.5767,169.614,49.604
26.96,7.41,8.175,4.92,0.4878,0.1218,3.132,435.9,93.6
27.23,8.07,6.362,4.409,0.08,0.1546,3.096,290.9,26.4
23.43,8.06,8.646,2.883,0.0465,0.0623,3.473,299,21.4
21.69,7.747,7.118,1.21,0.0567,0.0775,1.4728,112.223,58.888
26.7,7.41,9.275,4.74,0.4673,0.1206,3.358,437.9,69.2
26.25,7.97,6.167,4.21,0.08,0.1546,3.139,284.2,29.5
22.74,7.89,8.12,2.874,0.0485,0.058,3.406,298.5,19.8
21.57,7.665,7.09,1.26,0.0501,0.0758,1.413,109.867,58.135
26.49,7.42,8.207,4.74,0.454,0.1175,3.653,439.6,63
25.73,7.95,6.083,4.193,0.1,0.1514,3.161,282.2,30.3
22.29,7.71,7.735,2.516,0.0547,0.0551,3.461,298.5,18
21.64,7.557,6.874,1.28,0.2735,0.0714,1.4601,142.68,28.694
26.22,7.41,7.877,4.35,0.4117,0.1184,3.426,438.3,49.6
25.39,7.83,5.353,3.895,0.16,0.1428,3.131,279.8,22.8
22.23,7.65,7.638,2.553,0.0598,0.0542,3.333,307.2,19.5
26.24,7.4,7.823,4.19,0.3848,0.1219,3.679,435.3,72.9
25.67,7.96,6.147,3.785,0.08,0.1539,3.086,277.7,29.6
22.74,7.87,8.017,2.397,0.0521,0.0587,3.589,306.7,21.6
26.57,7.41,7.941,4.55,0.4835,0.1236,3.684,421.5,73.6
26.27,7.97,6.198,3.796,0.08,0.1505,3.124,275.7,24.7
23.61,8.37,8.724,2.828,0.0439,0.0586,3.407,297.8,21.1
22.39,7.669,6.926,1.3,0.1778,0.0644,1.5206,115.971,44.051
27.05,7.42,9.278,4.6,0.3874,0.1262,3.453,417.4,97.2
26.45,7.94,6.207,4.094,0.09,0.134,3.197,275.8,22.8
24.16,8.26,8.543,2.654,0.0594,0.0567,3.189,302.4,16.6
22.8,7.696,6.967,1.08,0.1333,0.0634,1.5139,119.707,42.092
26.44,7.44,8.4,4.32,0.4781,0.1261,3.595,416.7,65.6
25.69,7.88,6.062,3.674,0.11,0.1171,3.228,275.8,21
23.79,7.64,5.738,2.645,0.1504,0.0631,3.261,314.1,13
22.59,7.689,6.95,1.37,0.1503,0.0607,1.5058,119.229,46.791
26.29,7.41,8.125,4.23,0.4485,0.124,3.653,414.5,51.8
25.12,7.84,5.804,3.547,0.11,0.1056,3.208,277.7,15.7
23.26,7.37,5.095,2.489,0.1838,0.0673,3.197,322.4,9.9
22.26,7.571,6.715,1.42,0.1333,0.0594,1.5346,154.101,26.45
25.77,7.42,8.302,4,0.3874,0.1208,3.289,405.5,56.1
24.67,7.76,4.975,3.276,0.29,0.0839,3.159,277.9,11.5
20.38,7.24,8.546,2.489,0.1838,0.0682,3.244,0.9,1
22.03,7.544,6.765,1.3,0.1171,0.0584,1.6132,146.637,24.918
25.88,7.44,9.485,4,0.39,0.1226,3.274,397.3,71.3
25.15,7.81,5.65,3.376,0.12,0.1079,3.018,274.6,13.2
20.28,7.2,8.598,5.445,0.0433,0.0628,3.7,0.9,1
22.11,7.527,6.833,1.46,0.1243,0.0566,1.6154,122.7,27.666
26.19,7.42,8.467,4.36,0.3651,0.1225,3.153,401.9,85.4
26.16,7.82,5.723,3.818,0.09,0.1342,2.976,270.1,12.5
23.61,7.9,8.539,3.333,0.0553,0.0796,3.411,315.3,24.6
22.44,7.58,6.847,1.38,0.1236,0.0569,1.5538,116.801,27.542
26.04,7.44,8.308,4.53,0.3902,0.1231,3.216,404.8,86.5
26.02,7.79,5.572,4.05,0.08,0.1001,2.956,265.6,11.3
23.79,7.78,7.625,2.59,0.0835,0.0657,3.351,335.2,22.5
22.55,7.608,6.852,1.27,0.1273,0.0571,1.5511,128.522,30.478
25.95,7.42,8.438,4.54,0.3767,0.1228,3.321,404.4,132.2
25.94,7.75,5.198,4.414,0.1,0.2154,2.934,261,9.4
23.43,7.55,6.129,2.7,0.1142,0.0647,3.381,347.6,18.2
22.36,7.599,6.717,1.42,0.1229,0.0557,1.5476,138.379,30.38
25.82,7.43,8.542,4.12,0.3601,0.1176,3.384,400,55.3
25.81,7.72,4.99,3.436,0.11,0.09,2.908,257.4,11.2
23.34,7.31,4.476,2.489,0.2068,0.0661,3.207,353.2,11.6
22.06,7.484,6.539,1.42,0.1229,0.0557,1.5476,159.474,20.577
25.69,7.44,8.595,4.05,0.3112,0.1123,3.205,378.9,58.9
25.6,7.64,4.061,3.249,0.14,0.0841,2.855,253.5,9.9
20.47,7.18,8.526,2.489,0.2068,0.0628,3.232,0.9,1
21.92,7.485,6.593,1.4,0.0842,0.0549,1.6699,138.305,21.186
25.49,7.44,8.842,3.84,0.2889,0.1113,2.937,362.8,80
25.76,7.66,4.454,3.249,0.14,0.0841,2.855,252.1,14.2
20.38,7.13,8.569,0.25,0.0544,0.0558,3.588,1,1
21.87,7.459,6.401,1.46,0.1173,0.0541,1.6505,145.199,21.936
25.73,7.46,9.012,4.08,0.3249,0.1146,2.895,366.3,83
25.95,7.65,4.382,3.923,0.14,0.0992,2.834,252,15.3
22.09,7.484,6.607,1.46,0.1413,0.0526,1.6482,117.789,23.725
25.64,7.45,9.037,4.16,0.3504,0.1141,2.963,372.6,101.8
26.22,7.65,4.382,3.773,0.11,0.0955,2.808,252.1,10.9
23.43,7.49,7.332,0.25,0.0544,0.0558,3.588,337.3,27.3
22.48,7.536,6.655,1.04,0.0785,0.0613,2.9457,118.621,25.474
25.5,7.44,8.994,4.34,0.3745,0.1164,2.789,370.6,94.8
26.14,7.61,4.064,4.453,0.12,0.1901,2.822,250.8,20.1
23.88,7.77,7.226,2.608,0.1071,0.1369,3.556,336.5,17.7
22.53,7.551,6.598,1.14,0.0649,0.0552,1.3733,120.55,20.378
25.25,7.44,9.089,4.22,0.361,0.1129,2.947,363.2,71.7
26.02,7.59,3.896,4.044,0.17,0.102,2.753,249.5,11.3
23.61,7.59,5.897,5.271,0.142,0.005,3.38,351.3,16.2
22.44,7.47,6.408,1.14,0.0649,0.0552,1.3733,130.986,18.061
25.31,7.4,10.944,3.8,0.3035,0.1088,2.742,351.5,60
25.93,7.55,3.202,3.84,0.27,0.0886,2.719,248.3,10.1
23.61,7.48,5.099,2.544,0.1688,0.071,3.536,351.5,13.7
22.4,7.441,6.267,1.1,0.0654,0.0533,1.4589,150.683,16.655
25.09,7.43,9.124,3.89,0.3102,0.1069,2.516,342.3,75.7
26.17,7.58,3.765,4.022,0.17,0.1098,2.708,251,11.6
23.66,7.42,4.586,2.626,0.1878,0.088,3.706,353.2,14.8
22.41,7.459,6.375,1.13,0.0663,0.0522,1.4761,124.251,18.198
25.65,7.42,10.486,4.59,0.4011,0.1203,2.684,337.8,89.4
26.7,7.58,3.769,4.47,0.11,0.114,2.76,253.4,15.9
23.7,7.54,5.705,2.378,0.1271,0.0814,4.117,329.7,19.3
22.56,7.481,6.44,1.01,0.0628,0.0497,1.3943,115.662,23.986
25.25,7.43,9.361,4.07,0.4132,0.1196,2.721,324.6,85.7
26.6,7.55,3.141,4.293,0.13,0.0978,2.78,256.5,12
23.61,7.6,5.635,2.378,0.1271,0.0814,4.117,320.3,23.4
22.87,7.508,6.477,1.02,0.0642,0.0506,1.2989,115.84,21.377
24.96,7.45,11.097,3.7,0.3695,0.1143,2.5,317.3,72
25.83,7.55,3.118,5.525,0.16,0.2231,2.722,259.6,31.5
22.33,7.61,7.211,2.378,0.1271,0.0814,4.117,310.1,35.5
22.59,7.552,6.434,1.04,0.0825,0.0515,1.3096,119.955,29.935
24.7,7.43,9.53,3.69,0.3363,0.1075,2.526,321.5,54.7
25.63,7.58,3.372,4.359,0.15,0.1048,2.682,259.5,10.9
23.26,7.88,6.508,2.994,0.1358,0.0924,3.498,300.9,21.2
22.46,7.548,6.227,1.04,0.0825,0.0515,1.3096,118.714,31.11
24.5,7.41,9.457,3.37,0.2998,0.1041,2.547,320.5,49.1
25.08,7.55,2.736,4.221,0.23,0.0911,2.582,255.6,10.9
23.06,7.72,5.482,2.837,0.158,0.0912,3.287,305.6,18
22.28,7.552,6.221,0.91,0.0929,0.0542,1.3373,122.924,28.39
24.46,7.42,10.751,3.3,0.2823,0.1047,2.526,310.7,60.9
25.23,7.55,3.169,4.033,0.13,0.1096,2.507,243.5,11.1
22.64,7.59,5.074,2.782,0.2159,0.1018,4.205,315,16.3
22.31,7.532,5.96,1.07,0.0756,0.051,1.3402,142.941,25.677
25.02,7.44,9.732,3.68,0.3238,0.108,2.484,308.8,78.3
25.89,7.61,4.295,3.845,0.11,0.1686,4.453,227.9,19.1
23.16,7.77,6.337,3.012,0.1345,0.0705,3.803,312.7,20.2
22.66,7.535,5.871,1.08,0.092,0.0539,1.4439,159.385,35.536
26.28,7.55,3.708,4.066,0.12,0.0966,2.578,243.3,10.7
23.16,7.57,5.161,2.81,0.1855,0.0711,3.753,324.1,22.5
22.75,7.518,6.402,1,0.0767,0.0544,1.4583,136.699,20.875
26,7.53,3.155,4.265,0.1,0.1404,2.658,269,10.4
23.33,7.81,6.573,2.691,0.1066,0.0604,3.277,308.8,19.5
22.65,7.572,6.656,1,0.07,0.0526,1.4484,120.672,23.798
25.63,7.59,3.259,4.265,0.1,0.1404,2.658,287.5,10.5
23.24,7.84,6.171,2.718,0.1146,0.0569,3.252,307.5,14.9
22.36,7.477,6.482,1,0.07,0.0526,1.4484,159.841,19.783
24.53,7.42,9.296,3.78,0.3813,0.005,2.568,328.3,65.5
24.96,7.57,2.976,3.851,0.13,0.0846,2.493,275.7,10
22.95,7.65,5.199,2.608,0.1438,0.0591,3.068,313.8,15.4
22,7.488,6.532,1.05,0.0637,0.0519,1.3673,123.515,20.251
25.02,7.43,10.638,4.65,0.4391,0.005,2.616,335.1,85.2
25.18,7.62,4.036,3.917,0.14,0.106,2.516,270.4,13.3
22.95,7.6,4.91,2.58,0.1583,0.0614,3.378,308.8,13.3
22.3,7.475,6.48,1.27,0.081,0.0518,1.4635,128.168,23.91
26.06,7.43,11.519,4.87,0.2395,0.1357,2.589,342.3,152.1
26.55,7.63,3.866,3.746,0.12,0.1114,2.528,272.3,12.9
23.98,8.07,7.757,2.92,0.0857,0.0667,3.161,314.9,19.6
23.18,7.527,6.547,1.14,0.0819,0.053,1.5282,116.143,26.558
26.22,7.46,9.192,4.91,0.2569,0.1311,2.489,331.5,140.2
27.5,7.6,3.758,3.64,0.1,0.0836,2.791,270.4,11.7
24.35,8.07,7.21,2.856,0.1129,0.0652,3.294,323.3,22.1
23.51,7.553,6.562,0.94,0.0769,0.0513,1.3589,116.265,31.475
25.56,7.45,10.72,4.15,0.2543,0.1229,2.358,329.5,96.6
26.95,7.57,3.134,4.215,0.07,0.1362,2.872,282.4,9.4
24.16,8.16,7.253,2.7,0.0903,0.0572,3.129,309.9,18.5
