水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
13.2,7.71,7.93,232.1,1.9,0.77,0.025,0.005,0.97
12.3,7.67,9.84,254.8,8,1.77,0.074,0.012,1.34
10.6,8.05,13.55,573.4,1.6,2.07,0.067,0.055,4.22
8.5,8.17,11.63,367.8,5.1,1,0.025,0.008,1.94
13.7,7.51,11.48,641.8,5.1,4.12,0.629,0.18,11.3
7.7,8.13,12.33,469.5,5.2,0.79,0.032,0.008,1.58
14.4,7.83,8.3,248.9,1.2,0.66,0.025,0.008,2.02
16.2,7.91,9.49,367.7,8.1,1.13,0.025,0.058,1.48
12.7,7.71,9.26,289.3,4.6,0.9,0.025,0.013,2.02
16.9,7.82,8.21,402,3.4,1.23,0.025,0.039,1.37
9.3,7.96,10.71,369.3,19.3,1.06,0.025,0.033,1.41
10.2,7.95,10.75,381.5,1.3,1.31,0.23,0.018,1.84
8.2,7.8,11.39,514.2,32.6,3.64,0.128,0.046,2.44
15.2,8.42,10.46,259.9,1.6,0.7,0.025,0.006,2.07
8.8,7.77,11.11,331.2,3.7,1.89,0.025,0.005,1.05
15.6,7.88,10.25,398.6,15.7,0.91,0.025,0.04,1.52
7.6,7.43,12.48,644.7,65.2,6.09,0.522,0.073,6.31
6.2,8.45,14.38,583.7,56.9,4.92,0.054,0.064,5.42
9,7.69,10.81,543.6,10.2,3.05,0.236,0.049,4.8
10.6,8.3,11.11,312.5,5.7,2.05,0.042,0.02,1.23
13.2,8.03,12.35,315,3.1,1.77,0.058,0.025,1.59
8.2,8.61,11.75,387.4,7.8,2.41,0.089,0.036,1.34
12.5,7.81,9.9,303.9,11.1,2.27,0.061,0.027,1.34
7.7,8.08,12.56,937.8,11.9,2.6,0.109,0.07,1.45
10.2,7.72,11.69,496.4,1.3,1.37,0.046,0.005,2.72
13.6,8.01,9.29,360.8,23.4,2.29,0.383,0.074,1.77
6.3,7.56,11.07,198.6,42.9,4.69,0.118,0.063,1.81
10,8,10.1,308.6,9.1,1.84,0.028,0.006,0.47
9.4,8.08,12.2,316.6,4.5,1.44,0.025,0.027,1.72
9.6,7.78,11.67,319.3,5.4,1.71,0.025,0.023,1.74
9.4,8.5,12.7,667.7,1.6,4.8,0.025,0.023,2.48
9.6,8.45,13.04,290.2,4.7,1.7,0.033,0.011,0.18
8.1,8.55,11.83,503.8,5.3,1.19,0.037,0.022,0.67
10.6,7.72,8.81,444.6,10.4,2.01,0.148,0.054,2.01
8.2,8.2,11.29,395.1,3.9,4.44,0.025,0.025,2.87
9.8,8.27,10.45,451.3,4.3,3.32,0.039,0.033,2.67
7.6,8.42,12.43,301.9,10.6,2.3,0.025,0.017,0.34
10.1,8.01,12.19,454,2.4,2.2,0.032,0.011,0.25
9.6,7.64,11.8,474.4,24.5,4.5,0.059,0.036,3.04
9.8,7.81,9.66,490.3,47,6.82,0.071,0.086,1.85
9.7,8.56,12.07,434.6,63.5,7.65,0.052,0.094,2.33
12.8,8.35,11.5,385.3,4.5,0.82,0.025,0.034,1.73
11.8,8.14,11.43,530.8,25,4.31,0.043,0.055,2.5
12.2,7.9,10.57,590.6,18.2,3.57,0.086,0.044,2.37
10.3,8.15,12.49,540.7,4.9,3.21,0.04,0.023,0.55
8.5,7.43,8.94,512.3,12.6,3.88,0.591,0.132,2.79
13.4,8.4,11.03,408,10.8,1.17,0.025,0.048,1.42
12,8.03,11.44,389.4,20,2.2,0.025,0.025,1.43
16.1,8.16,10.84,377.9,5.8,1.01,0.025,0.051,1.46
18,8.21,11.44,391.4,6.2,1.07,0.025,0.047,1.49
11.3,8.26,11.74,406.7,4.2,0.87,0.029,0.007,1.29
11,7.4,9.6,128.4,1.3,1.59,0.025,0.005,0.61
9,7.02,9.78,174.2,22.5,1.98,0.365,0.058,0.72
9.1,6.97,9.9,213.6,46.8,4.62,0.126,0.127,1.9
9.5,8.17,8.54,223.2,35.1,5.95,0.387,0.142,2.98
13.4,7.78,9.73,370.2,43.1,2.45,0.025,0.104,1.62
9.3,8.37,12.54,322.3,3.5,4.09,0.025,0.028,1.16
12.3,7.35,8.51,235,1,1.41,0.217,0.007,0.62
13.1,8.13,12.85,450.1,24.7,4.32,0.146,0.051,5.36
9.9,7.86,13.84,335.2,4.4,3.31,1.544,0.058,3.14
11.1,7.64,11.46,352.5,8.1,3.72,0.381,0.087,1.97
7.7,8.37,14.8,529.4,17.8,4.46,0.162,0.059,1.89
7.6,8.24,13.85,365.2,6,5,0.719,0.044,1.83
11,8.21,11.93,307,4.3,0.33,0.025,0.011,1.04
10.6,7.49,7.96,462.7,10.1,1.16,0.096,0.134,3.62
9.2,8.29,11.53,637.7,10.4,1.31,0.025,0.065,4.74
12.2,7.77,9.24,281.4,5.1,0.88,0.025,0.009,1.26
14.2,7.37,8.25,292.1,1.4,0.86,0.025,0.02,0.91
11.8,8.17,11.34,302.2,10.7,0.88,0.025,0.008,0.81
17.2,7.91,9.06,431,19.6,0.96,0.025,0.04,1.45
11.4,8.32,11.55,257.7,4.3,0.51,0.025,0.005,0.9
9.9,8.3,11.2,317,10.2,1.62,0.078,0.015,1.6
10.1,7.93,11.12,432.4,8.3,1.22,0.084,0.014,0.49
9.8,8.07,9.6,460.7,5.5,3.46,1.443,0.062,2.31
10.5,8.19,10.7,345.2,11.7,1.68,0.077,0.027,1.65
8.2,7.62,10.94,613.7,8.2,4.18,0.076,0.075,1.12
9.8,8.48,11.84,353.4,52.5,0.42,0.072,0.041,1.3
13.3,7.67,9.86,302.6,3.9,1.3,0.146,0.037,2.35
12.1,7.6,8.66,373.5,15.7,2.88,0.203,0.075,3.21
14.5,7.47,9.43,403.8,13.5,3.24,0.395,0.136,6.08
12.8,8.27,9.83,567.9,28.1,3.93,0.111,0.072,2.88
12.2,7.84,10.46,263.8,9,1.8,0.037,0.036,2.2
15,7.26,10.7,113.2,34.5,1.51,0.025,0.018,1.66
13.4,8.11,10.94,308.5,5.8,1.98,0.157,0.03,1.82
12.5,7.99,10.4,327.9,23.5,1.01,0.048,0.074,2.39
12,8.22,10.67,446.7,1.2,1.95,0.029,0.029,2.04
11.8,7.83,10.35,598,4.5,2.09,0.314,0.039,4.05
13,7.73,10.04,239.5,1.7,1.26,0.066,0.032,1.23
11.2,7.93,9.95,300.2,1.7,3.18,0.025,0.011,1.26
13.2,8.27,10.94,213.8,0.7,1.16,0.025,0.026,1.3
13.6,7.37,8.1,265,2.4,0.85,0.025,0.052,2.2
13.5,7.25,7.76,198.8,2.8,1.12,0.049,0.037,1.31
11,7.65,10.58,176.5,1.5,1.89,0.037,0.04,1.79
12.5,8.78,11.55,211,13.2,2.78,0.025,0.034,2.47
12.5,8.03,10.49,255.1,4.6,0.82,0.064,0.038,1.51
13,6.85,5.29,412.8,2.9,3.56,1.161,0.242,5.5
12,8.07,9.44,255.7,3.3,1.55,0.025,0.005,1.16
11.9,8.32,11.44,233.4,2.7,1.17,0.068,0.03,1.35
11.4,7.85,12.5,87.5,3.3,0.25,0.045,0.028,1.21
12,7.94,9.81,289.7,1.4,1.55,0.328,0.059,1.53
11.8,7.58,9.3,644.7,5.3,2.98,0.182,0.053,6.41
11.9,7.47,10.43,135.9,3.3,0.99,0.025,0.014,0.63
10.9,8.17,11.22,314.1,24.9,1.68,0.153,0.096,2.02
9,7.36,8.65,312.5,72.2,2.08,0.025,0.099,1.96
12.2,7.82,9.31,355.9,34.4,3.21,0.025,0.077,1.62
12,8.31,12.89,403,7.4,2.4,0.167,0.056,1.58
11.1,7.89,12.96,179.3,8,1.78,0.286,0.063,2.14
11.7,7.68,11.47,193.8,30.7,3.32,0.355,0.066,2.13
11.9,7.62,11.98,251.4,19.2,2.35,0.025,0.005,1.42
15,8,8.5,237.4,19.9,1.23,0.142,0.026,0.98
8.8,8.2,13.22,298.4,3.7,0.25,0.025,0.02,1.19
13.5,8.18,10.51,382.3,9.6,1.26,0.025,0.042,1.15
12.7,7.99,10.25,249.8,36.5,1.26,0.025,0.043,1.3
10.4,8.24,11.46,287.8,2.3,0.67,0.026,0.011,0.74
11.2,8.04,10.95,285.4,55.6,1.06,0.039,0.029,1.38
11.8,8.16,10.27,416.3,40.8,1.5,0.092,0.04,2.19
10.7,7.68,10.4,222.7,95.8,1.61,0.037,0.057,1.14
12.2,7.57,10,314.4,9.7,1.61,0.058,0.046,2.55
11.3,8.19,11.3,352.3,3.5,1.05,0.026,0.041,2.36
15.2,7.62,8.7,110.5,1.5,0.84,0.025,0.005,0.66
13.3,7.09,10.12,182.2,7.1,1.06,0.064,0.044,1.58
11.3,8.13,12.04,188.2,0.8,1.5,0.025,0.008,0.75
12.6,7.73,9.49,168.1,6.6,1.12,0.025,0.025,1.06
13,7.84,9.73,242.6,3.7,1,0.025,0.03,1.18
11.7,8.24,11.16,409.4,1.9,1.27,0.146,0.012,2.05
10.6,7.46,11.26,105.6,1.2,1.5,0.025,0.016,0.46
13.8,7.7,9.45,189.3,3.6,1.11,0.025,0.039,0.91
12.4,8.49,11.46,314.4,9.5,1.78,0.025,0.048,1.33
11.9,7.98,10.17,467.7,2.1,1.02,0.025,0.014,1.02
14.7,7.8,8.5,347.9,3.1,0.57,0.025,0.014,1.44
13,7.94,9.65,257.2,6.7,1.44,0.103,0.049,1.13
11.6,8,10.94,266.2,22.3,1.02,0.025,0.041,1.23
13.7,7.85,10.84,282.3,5.8,1.26,0.025,0.036,1.49
10.9,7.77,11.57,493,3.4,3.07,0.44,0.084,3.38
12,7.83,10.23,245,4.5,1.15,0.054,0.046,1.21
11.1,8.33,10.32,405.5,1.5,0.87,0.025,0.013,2.56
12.4,8.19,11.61,450.5,4,1.65,0.025,0.098,5.49
12,7.84,8.58,467.2,1.3,0.77,0.166,0.018,2.77
15.1,7.87,8.31,326,8.6,0.56,0.025,0.014,1.51
12.1,7.9,10.44,259.6,4.8,1,0.045,0.036,1.3
18,7.93,8.64,26982.8,13.4,3.87,0.307,0.041,2.44
17.7,7.78,8.8,11264.5,25.6,2.66,0.298,0.053,2.82
18.4,7.59,7.54,13585.7,9.1,4.22,0.447,0.064,4.19
17.2,7.84,7.09,1986.3,27.3,3.53,0.134,0.093,3.5
17.3,7.97,10.2,566.5,14.7,2.31,0.027,0.059,3.18
16.9,7.47,12.05,110,3.7,0.92,0.025,0.018,0.8
17.8,7.61,10.21,182.7,15.4,1.49,0.05,0.032,1.77
17.2,7.6,9.17,572.5,50.1,5.67,0.055,0.161,5.04
18.5,7.58,8.61,8386,26.5,3.14,0.307,0.044,3.21
17.8,7.34,9.95,184.1,23,1.57,0.025,0.036,2.32
15.1,7.5,10.84,94.6,11,0.67,0.025,0.015,0.63
15.3,7.78,10.93,315.6,4.2,1.23,0.027,0.027,1.94
14.9,7.61,11.32,171.7,1.5,1.89,0.025,0.038,0.94
12.7,7.47,9.6,482.6,6.4,1.89,0.528,0.058,2.76
16.6,7.77,9.24,264.5,2.4,1.08,0.095,0.041,2.06
20.7,7.42,6.5,21884.5,26,5.48,1.101,0.209,4.84
20.3,8.23,9.41,45703.5,11.3,3.36,0.05,0.024,1.08
19.3,7.73,9.55,18012.8,10.7,7.15,0.216,0.138,6.62
18.4,7.92,8.67,14706.9,22.7,1.94,0.229,0.059,2.44
18.2,8,8.84,16310,17.2,1.84,0.143,0.084,2.91
17.7,8.14,9.79,1948.5,26.6,1.41,0.04,0.042,1.86
18.1,7.57,10.22,161.2,14.4,1.11,0.025,0.033,1.58
18.6,8.49,9.88,959.4,51.7,8.66,0.354,0.078,7.57
18.5,7.24,8.18,10964.2,20.1,3.05,0.545,0.1,2.75
18.4,7.78,11.32,166.3,11.7,2,0.025,0.034,1.84
19,8.25,10.93,172.9,16,1.85,0.025,0.04,1.96
16.7,7.55,8.18,273.8,34,2.87,0.268,0.094,3.67
17.2,8.59,11.44,270.8,10.9,2.43,0.028,0.057,2.66
18.2,8.24,10.3,298.2,17.2,1.38,0.025,0.036,2.12
17.7,8.19,9.84,18328.7,46,2.23,0.442,0.062,2.13
18.1,7.38,9.05,346.6,10.5,2.87,0.174,0.034,3.28
18.3,8.23,10.35,108.5,9,4.57,0.025,0.023,1.03
19.4,6.86,9.08,144.8,22.2,2.88,0.031,0.059,2.32
18.4,7.18,8.97,165.3,12.4,2.34,0.044,0.044,2.44
18.9,7.92,9.84,109.4,20.2,4.42,0.025,0.019,0.88
18.9,7.72,8.19,210.2,23.5,4.8,0.074,0.093,2.11
18.3,6.46,7.63,103.5,26.6,1.56,0.126,0.036,2.82
21.2,6.94,9.33,338,15.6,4,0.247,0.114,3.38
18.7,7.31,6.2,544,40.5,4.29,0.28,0.088,2.84
20.3,7.22,9.95,218,26.5,3.44,0.121,0.063,2.62
19.9,9.1,13.25,174.4,15.2,3.29,0.025,0.038,1.84
20.5,7.11,8.32,52.8,1.6,1.25,0.025,0.01,0.61
20.1,6.5,7.72,65.4,4.3,0.97,0.052,0.014,0.42
18.7,7.06,8.8,132.1,13.4,1.99,0.161,0.069,2.2
19.6,6.99,8.41,99.8,8.7,1.41,0.201,0.054,1.33
16,7.58,10.42,248.9,32.3,2.36,0.37,0.07,3.49
18.2,7.95,11.78,281.9,6.3,1.81,0.025,0.005,2.32
17.8,8.57,14.79,295.6,19.6,1.78,0.025,0.028,2.16
18.1,6.98,7.15,682,13.1,2.75,0.374,0.113,9.04
17.8,8.55,11.73,102.3,5.4,1.4,0.046,0.032,1.33
16.8,7.52,9.48,171.3,12.1,1.49,0.096,0.026,2.17
16.7,7.91,10.68,109.3,4.2,1.21,0.025,0.015,1.22
18.1,7.63,10.25,499.8,12.1,3.28,0.367,0.055,3.31
17,7.08,10.42,91.1,11.4,1.99,0.135,0.047,1.68
20.4,7.63,8.54,19901.3,8.6,5.39,0.188,0.135,7.46
22.9,7.27,8.27,9315.4,8.9,3.98,1.294,0.074,2.79
19.5,6.83,10.74,285.5,16.3,2.62,0.041,0.047,2.61
18.2,7.14,6.91,158.4,14,1.62,0.025,0.024,1.19
19,7.03,7.62,185.2,72.1,1.56,0.122,0.03,1.79
17.4,7.09,7.48,218.3,8.2,2.48,0.257,0.066,2.56
18.5,7.08,8.93,140.9,2.8,1.65,0.029,0.054,3.52
16.7,7.41,8.31,179.8,2.3,2.42,0.326,0.043,2.48
18.8,7.97,9.81,626.1,6.8,2.97,0.025,0.008,0.7
17.4,9.05,11.53,87.1,23.2,2.06,0.025,0.037,1.36
18.5,7.71,9.97,1361.7,15.1,4.74,0.072,0.039,1.05
18.7,8.21,8.1,37717.8,15.2,2.67,0.281,0.041,1.07
13.4,6.8,8.67,539.9,7.2,1.61,0.439,0.013,2.32
16.6,7.04,9.36,136.9,2.2,1.18,0.025,0.015,1.83
19.2,7.15,7.96,277.6,16.9,2.38,0.247,0.129,2.44
18.1,7.45,8.79,9257.8,29.8,3.62,0.193,0.079,2.06
19.1,7.25,9,843,22.3,3.35,0.429,0.12,2.66
18.6,7.56,9.27,19298.1,4.7,2.87,0.245,0.042,1.67
18.2,7.63,6.94,26489.9,19.1,3.8,0.463,0.074,1.42
15.9,8.43,11.61,251,7,1.62,0.025,0.025,1.89
15.6,7.49,7.97,296.6,5.8,2.32,0.111,0.035,2.23
16.8,7.99,10.73,258.4,14.2,2.24,0.025,0.047,2.36
15.7,8.36,12.74,239.9,11.3,1.51,0.025,0.011,1.33
19.2,6.91,8.06,577.3,19.3,2.96,0.414,0.087,9.89
18.3,7.43,7.2,17683.7,37.2,3.16,0.19,0.049,2.46
21.2,7.32,8.28,519.3,86.2,3.76,0.397,0.207,9.73
17.9,7.99,10.26,374.5,7.9,1.89,0.108,0.058,2.79
18.6,7.26,9.03,169.1,14.2,1.74,0.025,0.047,1.84
18,7.16,8.33,159.6,24.1,3.43,0.107,0.048,1.69
19.2,7.41,5.79,7674.6,54.4,6.68,0.309,0.148,4.18
19.5,7.22,7.03,12897.6,4,2.21,0.298,0.037,1.93
19.3,7.17,6.6,338.4,54.2,4.92,1.467,0.158,5.54
18.4,7.49,11.72,114.4,4.3,2.15,0.067,0.073,2.08
19,8.33,11.61,328.3,101.6,1.85,0.025,0.028,2.18
17.6,8.39,9.5,305,9.5,1.63,0.025,0.02,1.84
17.5,8.21,13.01,312.6,5,1.59,0.025,0.019,2.04
17.4,8.33,10.01,322.8,10.3,1.25,0.025,0.032,1.96
19.1,7.97,8.92,322.1,6.2,2.52,0.025,0.029,1.48
17.9,7.74,8.14,349.3,8.3,0.8,0.038,0.044,1.93
18.8,8.12,8.72,329,4.9,0.96,0.093,0.048,2.13
18.1,7.94,8.59,320.2,1.7,0.97,0.047,0.024,1.02
19.5,8.05,9.03,266.7,2.7,0.86,0.025,0.014,1.39
18.2,7.94,8.47,328.2,5,1.54,0.068,0.035,1.17
15.7,8.28,11.32,200.9,9.7,0.65,0.025,0.009,0.88
13.7,7.9,10.56,103.9,6.7,0.86,0.025,0.009,0.54
12.9,8.11,11.55,250.1,7,0.88,0.025,0.02,2.73
14.5,8.23,12.48,167.8,0.8,0.94,0.025,0.013,1.34
14.5,6.98,11,58.4,1.8,0.82,0.049,0.005,0.26
12.4,7.76,12.91,98.5,2.2,0.43,0.025,0.008,0.49
16.1,8.13,11.6,173.8,8.6,1,0.025,0.024,1.22
18.5,8.04,13.11,341.4,28.7,1.37,0.025,0.024,1.9
17.1,7.64,8.32,15553.3,35.4,2.76,0.067,0.031,2.4
17.1,7.63,10.35,95.2,11.6,2.19,0.035,0.072,2.14
17.4,6.47,7.82,15259.9,17.9,2.47,0.453,0.062,2.48
17.4,7.96,8.59,2021,20.5,2.99,0.214,0.064,3.32
19.1,7.32,8.99,3013.4,17.7,4.33,0.268,0.096,2.79
19.9,6.88,7.81,8320.6,9.5,3.02,0.995,0.072,5.06
18.9,6.71,9.25,34.1,4.8,1.03,0.025,0.067,0.88
17.8,7.02,9.78,40.2,3.2,1.27,0.025,0.043,0.82
17.8,8.44,12.38,21654.1,6.1,2.15,0.055,0.038,0.76
19.8,7.13,9.05,2788.2,7.4,1.75,0.523,0.082,1.62
16.7,7.23,9.72,88.9,9,2.77,0.025,0.027,1.84
16.5,8.15,11.96,12745,12.2,2.9,0.135,0.151,0.99
20,7.69,9.09,7878.1,12,2.87,0.207,0.044,2.32
17.3,7.78,6.97,11890.1,18.1,3.88,0.847,0.109,3.36
19.7,8.19,9.89,331.6,5.5,0.99,0.025,0.032,2.14
18.2,8.27,9.85,331.8,4.5,0.87,0.025,0.023,2.19
17.2,8.34,10.73,300,9.7,1.4,0.025,0.04,1.73
16.7,8.87,12.53,156.6,8.6,2.57,0.025,0.073,2.6
18.8,7.62,9.97,524,8.9,2.64,0.025,0.102,4.24
16.6,8.21,9.35,384.7,2.2,0.86,0.025,0.035,1.5
19,7.97,7.97,233.9,1,0.87,0.025,0.005,0.39
19.8,7.76,9.05,264.7,5.7,0.25,0.025,0.011,0.69
17.3,8.36,8.84,209.5,32.3,1.19,0.025,0.041,2.38
15.6,8.22,10.53,261.8,2.9,1.53,0.026,0.029,1.9
15.3,7.66,10.58,301.2,6.3,0.82,0.046,0.027,2.56
19.8,7.9,8.63,354.1,1.2,0.81,0.025,0.012,2.14
19.3,7.93,7.48,357.5,2.2,0.54,0.025,0.013,2.09
19,7.93,9.01,368,4.6,0.77,0.025,0.014,2.18
18.7,8.05,8.98,348.2,6.9,0.73,0.025,0.008,2.23
16.8,8.06,9.77,250.5,18.7,0.77,0.025,0.033,1.88
18.8,8.15,9.65,344.7,8.3,1.12,0.025,0.014,2.17
17.9,6.76,8.22,62.3,8.7,1.71,0.027,0.016,0.63
18,7.25,8.98,105.2,6.2,1.48,0.025,0.014,1.46
19.3,7.86,9.61,284.9,5.5,1.39,0.025,0.009,1.35
18.7,7.73,9.04,205.8,9.5,1.03,0.025,0.015,1
19.6,7.1,7.85,117.3,18.6,2.13,0.067,0.074,1.94
18.7,6.87,5.81,875.4,13.6,4.01,0.301,0.112,1.77
19.1,7.4,9.09,101.1,38.5,1.55,0.047,0.064,1.56
24.2,7.22,5.7,103.9,1.6,1.63,0.025,0.01,0.57
24,7.81,8.99,241.9,11.5,1.73,0.038,0.016,0.3
23.5,7.25,7.09,258.2,5.8,1.92,0.102,0.051,0.75
22.8,7.5,8.75,2144.7,9.2,1.52,0.041,0.034,1.29
20.4,7.44,7.1,76.2,1.8,0.62,0.034,0.005,0.25
21.3,7.47,9.34,185.2,42.8,1.33,0.025,0.046,1.52
20.1,7.23,7.91,517,23.6,2.54,0.097,0.085,2
20.2,7.03,8.22,98.6,9.5,1.68,0.106,0.053,1.73
20.7,7.04,8.97,89.9,8.3,1.14,0.025,0.03,0.96
21.1,6.77,8.19,81.3,9.3,2.06,0.033,0.034,1.26
18.9,7.12,10.01,114.3,19,3.4,0.025,0.066,3.69
19.3,7.2,7.8,83.7,5,1.13,0.025,0.018,1.63
20.3,7.25,7.5,4956.2,4.9,2.61,0.108,0.034,1.54
19.6,7.58,9.38,150.9,17.7,3.84,0.025,0.17,1.72
20.4,6.51,7.4,91.3,11.5,2.03,0.025,0.037,0.75
19.4,6.74,8.28,112.4,13.3,1.84,0.136,0.073,2.04
19.6,6.46,7.84,93.8,16.3,0.99,0.044,0.056,1.85
23,7.57,8.29,90.9,11,1.6,0.025,0.013,0.46
21,7.93,8.07,21312.1,32.4,4.73,0.254,0.146,1.2
19.9,7.31,7.76,93.6,9.7,1.25,0.082,0.084,1.3
19.8,7.71,8.55,112.4,14.3,2.37,0.114,0.07,1.45
22.8,7.77,8.48,149.8,7.3,1.31,0.025,0.042,1.5
21.2,7.76,7.51,322.2,21.5,1.97,0.064,0.115,2.26
22.7,7.44,8.19,93.3,13.3,1.05,0.025,0.034,0.48
23.3,7.62,8.78,90.5,5.1,2.35,0.025,0.022,0.5
22,7.39,8.81,149.8,11.1,4,0.025,0.064,1.33
21.9,7.35,11.2,100.8,24.7,1.78,0.025,0.057,1.31
22.6,7.25,8.29,37653.9,29.4,9.37,0.726,0.106,1.1
14.7,8.04,9.81,429,4.5,1.04,0.03,0.037,1.47
11.2,7.99,10.57,420.8,23.2,1.88,0.025,0.048,0.85
11.9,7.29,6.62,320.6,5,2.14,0.025,0.027,0.99
14.5,7.85,9.77,432,12.8,1,0.025,0.037,1.29
12.2,7.95,12.51,497.7,4.6,3.25,0.025,0.034,1.15
15.5,8.51,9.67,463.8,8.6,1.27,0.025,0.03,1.53
16,8.02,10.07,432.8,23.7,0.32,0.033,0.038,1.06
12.6,7.77,10.09,342.4,6.3,1.61,0.086,0.023,1.6
12.3,8.03,8.76,1443.7,12.2,2.04,0.214,0.046,2.62
11.5,8.26,10.82,523.6,2,0.81,0.025,0.005,1.03
12.7,7.47,5.96,509.8,2.5,2.37,0.025,0.058,1.57
12.2,7.86,10.25,629.9,4.6,2,0.045,0.044,1.74
10.8,7.56,9.22,462.8,9.4,3.82,0.025,0.022,1.19
13.5,7.24,9.26,409.8,8.9,3.6,0.025,0.104,1.26
12.8,7.86,8.72,617.2,6.2,5.18,1.482,0.088,5.78
12.7,7.9,13.6,798.2,5.4,2.43,0.064,0.022,2.08
15.9,7.81,9.58,488.4,13.5,1.01,0.025,0.031,1.14
10.9,8,11.74,993.5,10.5,4.25,0.095,0.088,6.87
12.4,7.39,8.22,886,8.9,1.54,0.642,0.092,2.66
11.5,7.51,11.64,218.6,7.9,1.42,0.055,0.021,1.41
12.3,8.25,9.35,380.1,12.6,1.97,0.082,0.045,1.08
11.8,7.88,10.14,464.8,5.9,0.88,0.159,0.038,1.83
13.1,7.78,8.91,348.5,4.6,2.06,0.025,0.05,2.43
12.3,7.89,9.42,563.1,4.9,1.1,0.089,0.06,2.03
13.1,8.3,8.21,450.4,4.6,1.95,0.025,0.065,1.94
12.3,8.59,15.45,812.6,1.5,3,0.025,0.019,0.95
16.9,8.08,10.43,474.8,10,0.78,0.025,0.034,1.2
10.6,7.58,10.77,487.6,30.8,4.04,0.025,0.026,1.55
9.5,8.24,11.45,267.9,5.3,0.76,0.045,0.006,0.66
11.5,8.18,11.36,888.5,5.4,3.79,0.055,0.142,4.44
12.4,7.58,7.8,671.3,2.2,3.91,0.046,0.068,2.35
11.8,7.7,8.81,729.4,11.8,5.19,0.025,0.102,3.49
9.9,8.22,13.06,615.6,3.1,5.6,0.025,0.041,0.92
11.9,8.09,7.62,222.4,11.5,3.12,0.045,0.053,1.46
14.9,7.99,8.87,416.5,4.3,0.72,0.041,0.038,2.65
13,8.34,12.82,1058.9,2.3,1.53,0.025,0.031,3.33
14.2,7.95,8.51,392.2,7.7,0.78,0.025,0.008,1.25
15.8,7.87,8.43,459.1,12.6,0.61,0.025,0.041,2.17
10.3,8.43,11.98,552.5,33,0.47,0.025,0.013,1.01
13.1,7.75,8.53,259.5,3.8,0.69,0.025,0.013,0.86
10.9,8.02,11.15,336,3.3,2.13,0.413,0.128,2.95
10.5,8.29,11.26,408.9,6.5,1.81,0.025,0.016,0.55
10.6,8.42,12.51,631.5,6.7,1.49,0.046,0.014,0.66
14.5,8.11,8.92,412.6,5.3,2.1,0.048,0.042,1.29
15.2,7.68,6.99,310.8,1.3,0.77,0.025,0.005,1.56
15.2,7.87,8.2,374.1,18.3,1.35,0.025,0.048,1.41
12.4,8.2,11.51,339.1,39.9,0.71,0.025,0.012,0.9
12.7,8.29,10.21,278.6,8.8,0.88,0.025,0.026,2.25
15.4,8.7,8.32,430,4.9,0.87,0.025,0.036,0.92
15.5,8.01,8.82,427.9,5.4,0.96,0.025,0.041,1.51
12.8,8.15,10.66,578.3,11.9,7.11,0.039,0.02,1.3
5.7,8.1,11.87,144.6,0.5,0.5,0.044,0.024,1.42
15,8.26,9.72,350,6.2,0.86,0.025,0.01,0.82
16.4,8.17,7.81,447.5,1.3,0.73,0.025,0.039,2.62
12.6,7.91,11.4,378.1,2.4,1,0.025,0.033,2.52
13.1,7.87,10.43,341,5,0.57,0.025,0.01,1.02
9.4,8.22,11.32,273.5,5.7,0.7,0.025,0.008,0.48
10.7,8.31,12.17,793.1,12.2,1.59,0.228,0.171,4.55
13.7,8.11,8.77,646.7,9.2,2.42,0.168,0.106,3.74
11.1,8.28,12.22,437.7,15.6,1.98,0.067,0.095,1.97
11.5,8.13,10.8,316.7,13.7,0.88,0.025,0.019,1.55
10.2,8.37,12.73,593.7,2.7,1.21,0.031,0.055,2.54
11.6,8.39,10.74,610.7,6.8,1.77,0.045,0.076,2.34
11,8.21,11.51,1721.4,8.5,5.51,0.079,0.077,3.64
13.1,8.24,9.34,1001,1.6,0.84,0.025,0.005,0.38
13,8.43,9.75,998.9,0.6,1.93,0.025,0.005,0.45
12.5,8.16,9.3,244.1,16,0.43,0.025,0.015,0.47
13,8.16,9.97,230.2,6.8,1.28,0.025,0.005,0.15
9.9,7.77,10.55,612.2,5.4,4.43,0.025,0.055,0.9
15.8,8.01,9.1,478.8,18.8,0.85,0.025,0.036,0.99
12.1,8.29,10.62,608.4,7.2,0.99,0.025,0.094,3.11
11.6,8.21,11.21,599.4,4.2,1.84,0.044,0.111,3.04
12,7.77,9.57,420.9,6.5,1.68,0.094,0.054,3.55
16.4,7.97,9.31,470.8,10.8,0.89,0.025,0.03,1.05
10.2,7.44,12.01,136.9,27.1,1.06,0.025,0.063,1.8
13.3,8.34,10.5,617.4,18.3,1.71,0.136,0.087,4.07
12.6,7.74,13.77,577,2,1.2,0.084,0.04,2.11
9.9,8.49,19.36,468.1,6.8,2.63,0.037,0.019,32.01
13,8.1,11.04,958.4,93.5,1.47,0.025,0.159,2.89
12.6,8.13,10.45,972.8,83.4,1.7,0.11,0.155,4.02
10.4,8.16,11.7,492,15,1.12,0.025,0.045,1.54
6.6,8.39,10.98,301.9,11,0.48,0.025,0.01,0.49
