监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
2024/1/2 8:00,5.4,7.72,10.39,1972.2,16.3,5.27,0.43,0.139,11.23
2024/1/2 12:00,8.6,5.98,7.8,39639.8,10,5.26,0.216,0.033,2.04
2024/1/3 12:00,6.6,7.75,11.69,1963.1,19.6,5.26,0.379,0.139,11.34
2024/1/3 12:00,5.7,7.92,11.92,891.8,6.2,5.26,0.152,0.16,2.38
2024/1/3 16:00,6.9,8.39,9.8,877.3,205.6,5.26,0.409,0.19,3.27
2024/1/3 16:00,6.6,8.96,14.39,832.3,19.2,5.26,0.041,0.054,1.56
2024/1/4 8:00,4.9,7.89,12.13,895,6.8,5.26,0.16,0.16,2.38
2024/1/4 8:00,5.1,8.27,14.07,2889,48.3,5.26,0.451,0.187,11.56
2024/1/1 8:00,4.6,8.37,15.97,636.4,3.8,5.26,0.126,0.057,2.36
2024/1/1 8:00,2.8,8.51,16.6,2836.6,19.4,5.26,0.064,0.052,5.19
2024/1/1 12:00,4.7,8.43,16.49,635.7,3.7,5.26,0.118,0.057,2.39
2024/1/1 12:00,6.2,6.9,8.11,278,8.3,5.26,0.048,0.049,0.82
2024/1/1 12:00,6,8.7,14.81,545.3,19.9,5.26,0.025,0.06,3.5
2024/1/1 16:00,4.8,8.51,16.43,634.5,4.1,5.26,0.116,0.058,2.35
2024/1/1 16:00,5.8,8.69,14.73,545.6,20.5,5.26,0.025,0.062,3.44
2024/1/1 20:00,5.6,8.42,16.03,1849.7,56,5.26,0.033,0.079,3.12
2024/1/1 20:00,5.6,8.42,16.03,1849.7,56,5.26,0.033,0.079,3.12
2024/1/2 8:00,18.1,8.27,9.74,211.3,22.9,5.26,0.025,0.084,2.2
2024/1/2 12:00,6.1,8.44,15.98,1909.6,55.7,5.25,0.027,0.08,3.17
2024/1/2 16:00,5.7,8.65,21.13,559.9,15.3,5.25,0.039,0.044,7.54
2024/1/2 20:00,9.1,7.59,8.93,868.7,6,5.25,0.258,0.083,4.92
2024/1/2 20:00,11,8.49,8.13,482.9,8.6,5.25,0.407,0.053,2.04
2024/1/3 0:00,9,7.64,9,871.2,5.4,5.25,0.258,0.083,4.92
2024/1/3 0:00,10.9,8.48,8.05,483.4,9,5.25,0.415,0.046,1.92
2024/1/3 12:00,12.8,7.61,10.87,704.5,7.6,5.25,1.488,0.2,12.62
2024/1/3 20:00,5.1,8.06,12.3,1262.1,31,5.25,0.069,0.137,2.82
2024/1/3 20:00,5.1,8.06,12.3,1262.1,31,5.25,0.069,0.137,2.82
2024/1/1 4:00,8.1,7.24,9.76,2082.2,2.9,5.25,0.031,0.074,8.78
2024/1/1 4:00,5.3,8.33,9.78,1593.8,3.6,5.25,0.039,0.039,1.68
2024/1/4 8:00,4.6,8.02,12.3,1261.9,30.4,5.25,0.058,0.148,2.91
2024/1/4 8:00,5,8.39,13.76,603.8,57.3,5.25,0.102,0.088,5.97
2024/1/1 8:00,6.1,8.26,13.45,1047.1,9.6,5.25,0.081,0.046,1.22
2024/1/1 12:00,3.1,8.51,12.15,1454,21.4,5.25,0.725,0.128,9.55
2024/1/1 12:00,5.4,8.32,9.95,1593.1,3.9,5.25,0.038,0.04,1.69
2024/1/1 20:00,9,7.92,12.2,656.4,3.9,5.25,0.312,0.087,0.89
2024/1/2 0:00,8.9,7.88,11.62,658.6,3,5.25,0.312,0.087,0.89
,6.9,7.96,10.11,599.1,164.8,5.25,0.61,0.11,4.37
2024/1/2 8:00,5.3,8.32,9.69,1594.9,3.7,5.25,0.038,0.039,1.67
2024/1/2 20:00,9.3,8.52,16.9,671.2,9.8,5.24,0.025,0.094,6.58
2024/1/3 0:00,9.2,8.48,15.38,668.4,10.3,5.24,0.025,0.094,6.58
2024/1/3 4:00,10.9,8.41,7.68,483.8,8.7,5.24,0.385,0.046,2.23
2024/1/3 16:00,4.8,7.76,11.09,826.5,43,5.24,0.221,0.17,2.71
2024/1/3 16:00,6.7,8.28,12.46,296.9,170,5.24,0.025,0.103,0.41
2024/1/3 16:00,8.8,8.9,18.9,397.9,18.5,5.24,0.025,0.049,2.52
2024/1/3 16:00,9.6,7.6,11.3,1008.8,35.3,5.24,0.59,0.087,9.73
2024/1/3 16:00,19,6.82,5,364.2,16.3,5.24,0.522,0.126,4.17
2024/1/3 20:00,6.9,8.45,14.89,2629,11,5.24,0.309,0.178,10.63
2024/1/3 20:00,6.5,8.58,14.82,1623.8,17.6,5.24,0.32,0.045,1.51
2024/1/4 0:00,6.8,8.36,12.82,2654.6,11.9,5.24,0.309,0.178,10.63
2024/1/4 0:00,6.1,8.57,14.47,1622.4,16.9,5.24,0.32,0.045,1.51
2024/1/4 4:00,5.9,6.07,7.02,40549.4,10.5,5.24,0.203,0.033,1.69
2024/1/4 8:00,1.8,7.3,11.06,115.3,1.7,5.24,0.025,0.032,1.66
2024/1/1 8:00,8,8.15,11.57,518.2,10.2,5.24,0.835,0.149,3.26
2024/1/2 8:00,10.3,8.62,9.17,441.4,24.8,5.24,0.16,0.052,4.87
2024/1/2 12:00,10.1,8.05,12.44,452.2,9,5.23,0.025,0.042,2.07
2024/1/2 16:00,4.6,8,12.38,751.4,12.8,5.23,0.969,0.148,4.67
2024/1/2 16:00,7.4,8.16,10.23,857.5,6.2,5.23,0.052,0.036,0.78
2024/1/2 20:00,5.5,8.52,19.91,852.3,16.8,5.23,0.154,0.088,5.58
2024/1/3 0:00,5.3,8.44,14.91,857.5,16.1,5.23,0.154,0.088,5.58
2024/1/3 12:00,7.3,8.12,9.96,846,7.2,5.23,0.049,0.046,0.82
2024/1/3 16:00,6.9,8.14,10.88,861.1,4.2,5.23,0.047,0.035,0.78
2024/1/3 16:00,7.3,7.89,13.02,614.8,63.7,5.23,0.205,0.053,5.47
2024/1/1 4:00,8.8,7.88,11.42,655.2,3.9,5.23,0.225,0.087,0.85
2024/1/4 4:00,6.6,8.13,10.15,865.3,4.7,5.23,0.043,0.04,0.78
2024/1/4 8:00,8.1,7.11,10.78,244.2,31.3,5.23,0.025,0.029,0.55
2024/1/4 8:00,6.4,8.23,13.3,1042.3,8.6,5.23,0.064,0.042,1.18
2024/1/4 8:00,5.7,7.94,12.45,1027.2,2.8,5.23,0.077,0.026,1.12
2024/1/4 8:00,6.5,8.43,14.63,870.2,30.9,5.23,0.202,0.101,4.21
2024/1/1 8:00,5,7.95,11.82,1255.8,20.6,5.23,0.152,0.148,2.83
2024/1/1 16:00,8.7,8.96,20.19,4359.5,15.3,5.23,0.025,0.183,3.34
2024/1/1 16:00,5.7,8.62,16.19,1609.6,15.6,5.23,0.3,0.044,1.68
,6.4,8.13,9.81,861,3.8,5.23,0.05,0.034,0.78
2024/1/2 20:00,6.8,8.14,9.87,857.1,4,5.22,0.046,0.032,0.77
2024/1/3 0:00,6.7,8.12,9.55,860.2,4.3,5.22,0.046,0.032,0.77
2024/1/3 4:00,4.4,7.76,11.14,831.7,40.8,5.22,0.222,0.173,2.74
2024/1/3 4:00,4.4,7.76,11.14,831.7,40.8,5.22,0.222,0.173,2.74
2024/1/3 16:00,4.6,8.73,18.17,1371.7,33.4,5.22,0.083,0.059,26.3
2024/1/4 4:00,5.9,7.94,12.53,1025.3,3.1,5.22,0.083,0.031,1.08
2024/1/1 8:00,6.9,7.86,10.57,930.6,14.5,5.22,1.166,0.161,5.51
2024/1/1 8:00,6,8.09,9.49,865.5,4.2,5.22,0.051,0.036,0.78
2024/1/1 8:00,9.8,8.05,7.8,467.1,16.6,5.22,0.557,0.041,1.83
2024/1/1 12:00,6.4,8.12,9.82,863.9,3.7,5.22,0.049,0.037,0.77
2024/1/1 16:00,9.8,7.99,11.15,780.1,6.2,5.22,0.025,0.038,2.12
2024/1/1 20:00,5.3,8.36,13.35,585.3,65.6,5.22,0.073,0.097,5.93
2024/1/2 0:00,5.4,8.37,13.34,586.2,68.2,5.22,0.073,0.097,5.93
2024/1/2 8:00,8,7.3,9.76,2108.3,3.8,5.22,0.042,0.069,8.8
2024/1/2 12:00,5.9,7.92,12.51,1021.4,3.3,5.21,0.11,0.027,1.12
2024/1/2 12:00,8.8,7.82,11.05,659.5,3.2,5.21,0.173,0.085,1.02
2024/1/2 16:00,3.4,6.56,9.35,93.5,2.2,5.21,0.055,0.024,0.93
2024/1/2 16:00,5.7,8.66,20.36,840.6,13,5.21,0.125,0.076,5.59
2024/1/2 20:00,5.7,8.4,15.82,1978.8,56,5.21,0.027,0.073,3.14
2024/1/2 20:00,5.7,8.4,15.82,1978.8,56,5.21,0.027,0.073,3.14
2024/1/3 4:00,9.6,7.99,11.76,623.8,2.9,5.21,0.025,0.032,1.03
2024/1/3 8:00,9.5,7.96,10.98,624.7,2.9,5.21,0.025,0.032,1.03
2024/1/3 16:00,4.7,7.9,11.72,784.5,11.1,5.21,1.181,0.158,4.48
2024/1/3 20:00,18.7,7.49,8.85,152.4,16,5.21,0.025,0.177,1.74
2024/1/3 20:00,10.8,8.78,18.39,610.6,3.9,5.21,0.025,0.017,0.49
2024/1/4 0:00,18.7,7.48,8.54,152.4,14.6,5.21,0.025,0.177,1.74
2024/1/4 0:00,10.6,8.69,17.97,608,5.1,5.21,0.025,0.017,0.49
2024/1/1 4:00,3.5,7.98,12.05,783.6,14.3,5.21,0.841,0.14,4.23
2024/1/1 4:00,6,8.1,9.53,865.4,4.1,5.21,0.051,0.035,0.82
2024/1/4 4:00,6.8,8.43,13.05,899.3,13.5,5.21,0.398,0.129,5.99
2024/1/1 12:00,17.3,7.85,8.95,25432.3,8.5,5.21,0.123,0.119,5.47
2024/1/1 20:00,5.9,7.92,12.47,1018.9,3.2,5.21,0.092,0.026,1.07
2024/1/2 0:00,5.7,7.91,12.44,1019.6,3.1,5.21,0.092,0.026,1.07
,8.1,7.3,9.8,2105.5,3.6,5.21,0.036,0.068,8.92
,5.6,7.91,12.36,1020.3,2.8,5.21,0.085,0.023,1.13
2024/1/2 8:00,6.4,7.03,10.72,277.3,8.5,5.21,0.025,0.045,0.64
2024/1/2 8:00,5.4,7.9,12.33,1023.1,2.9,5.21,0.088,0.03,1.06
2024/1/2 12:00,9.7,7.95,10.81,781.9,5.1,5.2,0.027,0.045,2.13
2024/1/2 16:00,6.5,6.05,8.54,40156.2,9.8,5.2,0.341,0.03,1.85
2024/1/3 20:00,9,7.64,9.06,895.5,4.1,5.2,0.673,0.084,5.4
2024/1/3 20:00,6.5,7.95,12.7,1017.3,3.3,5.2,0.1,0.024,1.11
2024/1/3 20:00,12.4,7.46,8.22,683,21.7,5.2,0.998,0.078,7.08
2024/1/4 0:00,8.6,7.86,9.77,899.9,4,5.2,0.673,0.084,5.4
2024/1/4 0:00,6.2,7.96,12.63,1021.2,3.1,5.2,0.1,0.024,1.11
2024/1/4 0:00,10.5,7.37,8.28,674.6,22.6,5.2,0.998,0.078,7.08
2024/1/4 4:00,8.3,8.06,10.09,890.7,3.8,5.2,0.253,0.087,5.01
2024/1/4 4:00,5.7,8.94,14.52,1868.2,7.2,5.2,0.04,0.054,3.47
2024/1/4 4:00,16.6,7.56,7.74,21076.5,23.1,5.2,0.583,0.129,1.6
2024/1/4 8:00,9.5,7.36,10.37,642.2,22.7,5.2,0.645,0.195,5.1
2024/1/1 12:00,5.4,7.92,12.36,1001.6,3.9,5.2,0.096,0.021,1.04
2024/1/1 12:00,16.1,7.57,8.78,553,36.3,5.2,0.025,0.142,5
2024/1/1 20:00,5.8,8.33,14.44,1157.4,57.5,5.2,0.668,0.085,2.58
2024/1/2 0:00,5.8,8.36,14.74,1178.7,58.4,5.2,0.668,0.085,2.58
,5.8,7.41,12.71,1526.9,1.6,5.2,0.133,0.04,6.91
2024/1/2 8:00,5.2,5.98,6.54,40750.8,10.3,5.2,1.391,0.03,1.7
2024/1/2 16:00,6.2,8.63,15.53,1588.9,15.3,5.19,0.36,0.042,1.47
2024/1/3 12:00,9.2,7.6,9.27,887.8,4.8,5.19,1.276,0.086,5.67
2024/1/3 12:00,9,8.59,13.37,641.8,6.1,5.19,0.025,0.027,2.27
2024/1/3 16:00,7,8.39,15.01,624.7,13.4,5.19,0.555,0.076,4.95
2024/1/3 16:00,7.3,8.51,14.33,590.6,6.6,5.19,0.029,0.047,1.08
2024/1/3 20:00,8.4,8.34,11.64,2541.3,16.2,5.19,0.197,0.134,3.72
2024/1/3 20:00,7.5,7.87,12.58,419,80.1,5.19,0.054,0.011,1.04
2024/1/4 0:00,8,8.29,11.18,2644,13.1,5.19,0.197,0.134,3.72
2024/1/4 0:00,7,7.86,12.82,411.8,78.1,5.19,0.054,0.011,1.04
2024/1/4 8:00,6.1,8.52,15.71,1232,10.3,5.19,0.066,0.086,4.5
2024/1/1 8:00,0.8,8.22,13.51,46509.1,12.8,5.19,1.167,0.083,2.01
2024/1/1 12:00,5.9,7.73,11.85,1950.5,24.7,5.19,0.34,0.145,11.52
2024/1/1 16:00,2.5,8.26,12.78,1626.7,5.3,5.19,0.965,0.157,12.24
2024/1/1 16:00,2.8,8.64,15.03,1100.2,1.4,5.19,0.025,0.034,12.34
,5.4,8.39,15.93,1886,55.3,5.19,0.032,0.078,3.13
,5.1,7.99,11.93,1287.1,23.4,5.19,0.14,0.144,2.78
,10.4,8.34,12.84,632.5,3.8,5.19,0.025,0.017,0.58
2024/1/2 20:00,2.1,8.12,11.14,1603.2,5.5,5.18,0.981,0.17,11.94
2024/1/2 20:00,1.3,8.16,10.79,2067,7.7,5.18,1.166,0.07,11.31
2024/1/2 20:00,8.1,7.34,10.4,2115.8,3.9,5.18,0.038,0.07,8.93
2024/1/2 20:00,12.9,8.08,6.97,713.7,19.9,5.18,0.691,0.325,6.76
2024/1/3 0:00,2,8.11,10.79,1601.1,5.1,5.18,0.981,0.17,11.94
2024/1/2 20:00,1.3,8.16,10.79,2067,7.7,5.18,1.166,0.07,11.31
2024/1/2 20:00,8.1,7.34,10.4,2115.8,3.9,5.18,0.038,0.07,8.93
2024/1/3 0:00,12.6,8.07,7.03,705.9,16.7,5.18,0.691,0.325,6.76
2024/1/3 4:00,4.4,8.02,14.25,815.9,23.8,5.18,0.144,0.079,7.32
2024/1/3 8:00,4.1,7.99,13.74,815.9,23.9,5.18,0.144,0.079,7.32
2024/1/3 12:00,9.1,7.21,10.39,2159.9,2.6,5.18,0.035,0.071,9.05
2024/1/3 12:00,17.7,8.11,9.19,212.4,21.8,5.18,0.041,0.087,2.12
2024/1/3 16:00,18,8.19,9.49,213.6,24.4,5.18,0.028,0.085,2.25
2024/1/3 20:00,7.1,8.47,11.21,1986.9,37.4,5.18,0.025,0.074,3.14
2024/1/3 20:00,7.1,8.47,11.21,1986.9,37.4,5.18,0.025,0.074,3.14
2024/1/1 4:00,6.9,7.85,10.57,934.5,14.9,5.18,1.219,0.162,5.5
2024/1/4 4:00,6.3,7.43,11.96,1592.9,3.4,5.18,0.372,0.072,6.73
2024/1/4 8:00,8.1,7.33,10.46,2052.9,3.5,5.18,0.038,0.077,8.53
2024/1/1 8:00,4.8,8.53,14.02,1615,12.8,5.18,0.29,0.037,1.68
2024/1/1 16:00,19.9,6.99,8.46,438.8,9.6,5.18,0.052,0.069,4.76
2024/1/1 20:00,4.6,8.86,15.26,931.1,2.6,5.18,0.063,0.09,2.57
2024/1/1 20:00,4.6,8.86,15.26,931.1,2.6,5.18,0.063,0.09,2.57
2024/1/2 8:00,5.1,7.98,11.92,1286.9,22.8,5.18,0.128,0.144,2.84
2024/1/2 8:00,10,7.96,12.01,453.8,10,5.18,0.025,0.041,2.02
2024/1/2 8:00,9.6,8.05,7.88,466.8,16.9,5.18,0.498,0.043,1.74
2024/1/2 12:00,8.1,7.33,10.07,2115.1,3.6,5.17,0.042,0.071,8.89
2024/1/2 16:00,4.7,8.26,17.2,2017.1,28.2,5.17,0.474,0.073,11.35
2024/1/2 20:00,8.1,8.77,16.49,419.5,51.5,5.17,0.025,0.05,2.59
2024/1/2 20:00,8.1,8.77,16.49,419.5,51.5,5.17,0.025,0.05,2.59
2024/1/3 4:00,7.9,7.34,10.07,2111.3,4.3,5.17,0.044,0.068,8.72
2024/1/3 4:00,7.9,7.34,10.07,2111.3,4.3,5.17,0.044,0.068,8.72
2024/1/3 16:00,6.9,7.96,12.62,1017.2,2.8,5.17,0.109,0.027,1.11
2024/1/3 16:00,5.3,8.5,13.99,1373.9,5.7,5.17,0.039,0.073,10.28
2024/1/3 20:00,8.5,8.77,16.93,399.4,8.2,5.17,0.025,0.049,2.52
2024/1/3 20:00,7.1,8.55,14.05,591.7,7,5.17,0.026,0.05,1.06
2024/1/3 20:00,8.5,8.77,16.93,399.4,8.2,5.17,0.025,0.049,2.52
2024/1/3 20:00,7.1,8.55,14.05,591.7,7,5.17,0.026,0.05,1.06
2024/1/4 8:00,5.7,7.77,1.59,2405,3.4,5.17,0.543,0.036,3.88
2024/1/1 20:00,6.7,8.5,13.63,591.6,5.9,5.17,0.025,0.045,1
2024/1/1 20:00,6.7,8.5,13.63,591.6,5.9,5.17,0.025,0.045,1
2024/1/2 8:00,4.6,7.86,11.22,934.4,36.4,5.17,0.26,0.154,2.6
2024/1/2 12:00,18.5,7.93,9.05,24386.3,8,5.16,0.211,0.122,6.13
2024/1/2 12:00,10.5,8.35,12.91,632.2,3.6,5.16,0.025,0.022,0.61
2024/1/2 16:00,5.7,8.36,14.3,2358.5,7.4,5.16,0.236,0.164,3.29
2024/1/2 20:00,9.1,7.89,12.44,656.2,3.2,5.16,0.047,0.086,1.01
2024/1/3 0:00,8.9,7.87,12.25,659,2.5,5.16,0.047,0.086,1.01
2024/1/3 4:00,5.9,7.68,10.45,622.7,64.9,5.16,0.291,0.06,5.71
2024/1/3 8:00,5.4,7.57,10.05,625.2,65.2,5.16,0.291,0.06,5.71
2024/1/3 16:00,9.6,7.71,9.41,895.7,4.3,5.16,1.106,0.083,5.65
2024/1/3 20:00,7.4,7.73,12.71,1932.4,17.7,5.16,0.381,0.158,11.43
2024/1/3 20:00,6.4,7.44,12.27,1567.2,3.1,5.16,0.385,0.067,6.79
2024/1/3 20:00,10.1,7.91,10.54,783.3,6.5,5.16,0.039,0.046,2.13
2024/1/4 0:00,6.3,7.78,12.18,1973.2,20.3,5.16,0.381,0.158,11.43
2024/1/3 20:00,6.4,7.44,12.27,1567.2,3.1,5.16,0.385,0.067,6.79
2024/1/4 0:00,10.1,7.9,10.51,783.2,6.1,5.16,0.039,0.046,2.13
2024/1/4 4:00,9.6,7.33,10.31,636.3,20.8,5.16,0.602,0.18,4.81
2024/1/4 4:00,7.7,7.4,11.87,292,14.4,5.16,0.748,0.129,3.63
2024/1/1 8:00,4.5,7.85,11.37,897.7,41.2,5.16,0.271,0.158,2.57
2024/1/1 12:00,8.1,7.27,10.08,2095.5,3,5.16,0.034,0.072,8.9
2024/1/1 12:00,10,8.15,8.21,465.6,17.2,5.16,0.49,0.04,1.81
2024/1/1 16:00,6.7,8.5,13.92,590.9,5.6,5.16,0.025,0.046,1.09
2024/1/1 16:00,5.3,8.37,13.1,1104.8,42.9,5.16,0.292,0.239,8.53
2024/1/1 20:00,9.8,7.99,11.14,780.6,6,5.16,0.025,0.038,2.12
2024/1/2 0:00,9.8,7.97,10.98,782,4.7,5.16,0.025,0.038,2.12
2024/1/2 4:00,6.9,7.93,10.32,590.8,156.8,5.16,0.556,0.103,4.27
2024/1/2 8:00,6.2,8.47,15.52,878.5,26.1,5.16,0.178,0.108,4.9
2024/1/2 16:00,4.6,8.74,17.96,1360.7,24.2,5.15,0.083,0.058,26.24
2024/1/2 20:00,9.8,8.01,9.67,417.8,356.3,5.15,0.295,0.195,3.49
2024/1/3 0:00,9.7,8.01,9.67,420.1,312.3,5.15,0.295,0.195,3.49
2024/1/3 4:00,5.5,8.4,15.72,2015.7,52.9,5.15,0.025,0.073,3.14
2024/1/3 4:00,8.8,7.62,9.02,867.8,5.5,5.15,0.213,0.087,4.83
2024/1/3 4:00,5.5,8.4,15.72,2015.7,52.9,5.15,0.025,0.073,3.14
2024/1/3 8:00,8.7,7.45,8.52,873.2,5.1,5.15,0.213,0.087,4.83
2024/1/3 16:00,10.3,9.1,23.56,4264.5,12.2,5.15,0.025,0.118,2.92
2024/1/1 4:00,4.5,8.51,18.15,870.1,17,5.15,0.116,0.079,5.57
2024/1/1 4:00,16.9,7.75,8.53,16436.1,26,5.15,0.186,0.164,6.96
2024/1/4 4:00,4.8,8.02,12.3,1258.5,30.6,5.15,0.063,0.145,2.9
2024/1/4 4:00,17,7.75,8.78,8415.3,4.9,5.15,0.325,0.058,2.01
2024/1/4 8:00,5.7,6.14,7.53,40547.8,9.2,5.15,0.236,0.03,1.98
2024/1/1 16:00,6.4,8.34,14.5,628.9,10.3,5.15,0.566,0.073,5.11
2024/1/1 16:00,5.9,7.93,12.59,1018.8,3.7,5.15,0.1,0.024,1.09
2024/1/1 16:00,6.6,8.14,10,861.8,3.8,5.15,0.049,0.032,0.77
2024/1/1 16:00,4.3,8.74,17.96,1339.8,20.4,5.15,0.082,0.065,26.97
,4.5,8.73,14.25,940.4,2.6,5.15,0.095,0.087,2.56
,5.8,8.26,12.84,301.4,187.9,5.15,0.025,0.068,0.44
,2.7,8.19,8.05,1020.3,26.3,5.15,2.5,0.272,7.47
2024/1/2 4:00,4.5,8.73,14.25,940.4,2.6,5.15,0.095,0.087,2.56
2024/1/2 12:00,0.8,7.39,9.26,665.7,7.1,5.14,0.85,0.116,7.61
2024/1/2 12:00,9.5,7.39,10.28,551.2,24.3,5.14,0.593,0.181,4.39
2024/1/2 12:00,16.5,7.59,8.99,569.1,33.4,5.14,0.026,0.132,4.89
2024/1/2 16:00,6.4,8.27,14.17,632.4,9.9,5.14,0.595,0.076,4.96
2024/1/3 12:00,5,7.77,11.28,917.2,42.4,5.14,0.227,0.175,2.7
2024/1/3 16:00,2.1,8.15,11.18,1592.3,5,5.14,1.006,0.157,11.72
2024/1/3 20:00,16.5,7.6,8.95,572.5,51.5,5.14,0.025,0.16,5.06
2024/1/3 20:00,16.5,7.6,8.95,572.5,51.5,5.14,0.025,0.16,5.06
2024/1/4 4:00,8.7,7.3,8.23,684.3,21.5,5.14,0.975,0.079,6.69
2024/1/4 4:00,12.4,7.53,11.62,707.9,10.6,5.14,0.61,0.184,11.33
2024/1/4 8:00,3.3,8.36,14.47,2061.6,39.4,5.14,0.025,0.07,3.1
2024/1/4 4:00,12.4,7.53,11.62,707.9,10.6,5.14,0.61,0.184,11.33
2024/1/1 8:00,20.4,7.43,3.99,16132.3,4.9,5.14,0.098,0.04,1.33
2024/1/1 12:00,16.3,8.16,11.02,2268.3,35.2,5.14,0.095,0.106,2.42
2024/1/1 20:00,4.2,8.73,17.9,1342.8,94.4,5.14,0.078,0.064,26.5
2024/1/1 20:00,4.2,8.73,17.9,1342.8,94.4,5.14,0.078,0.064,26.5
,6.2,7.67,10.23,614.5,68.5,5.14,0.208,0.066,5.53
2024/1/2 8:00,5.2,8.89,14.1,1816.3,5.7,5.14,0.08,0.038,2.98
2024/1/2 8:00,17.3,7.79,8.69,25674,6.7,5.14,0.227,0.126,5.75
2024/1/3 4:00,10.5,8.17,11.28,1694.5,7.5,5.13,0.158,0.078,3.9
2024/1/3 8:00,10.4,8.15,11.21,1698.2,8.4,5.13,0.158,0.078,3.9
2024/1/3 20:00,9.7,7.24,9.62,2122.5,2.8,5.13,0.031,0.064,9.1
2024/1/3 20:00,9.7,7.24,9.62,2122.5,2.8,5.13,0.031,0.064,9.1
2024/1/1 12:00,6.2,8.27,13.55,1048.8,8.8,5.13,0.077,0.046,1.19
2024/1/1 12:00,4.7,8.69,23.27,589.9,25.2,5.13,0.178,0.06,3.12
2024/1/1 12:00,5.7,8.16,10.99,1047.3,3.7,5.13,0.149,0.038,1.06
2024/1/2 8:00,6.2,8.22,13.19,1043.9,9.7,5.13,0.082,0.045,1.23
2024/1/2 12:00,6.2,8.17,13.84,632,10.8,5.12,0.546,0.074,5.26
2024/1/2 12:00,10,8.15,8.31,466.2,15.9,5.12,0.48,0.04,1.78
2024/1/2 16:00,10.8,7.12,8.48,620.4,23.7,5.12,1.03,0.083,6.62
2024/1/1 4:00,4.8,8.1,10.61,1955.5,5.5,5.12,0.096,0.047,1.87
2024/1/4 4:00,9.3,7.85,12.21,662.2,2.5,5.12,0.246,0.082,1.16
2024/1/4 8:00,8.4,8.94,18.61,4149.8,12.8,5.12,0.025,0.085,2.81
2024/1/4 8:00,6.3,7.41,11.75,1571,3.5,5.12,0.339,0.079,6.71
2024/1/1 4:00,4.8,8.1,10.61,1955.5,5.5,5.12,0.096,0.047,1.87
2024/1/1 16:00,7,7.79,11.02,781.9,153.8,5.12,0.529,0.116,4.58
2024/1/1 16:00,17.9,7.88,9.32,220.1,29.3,5.12,0.084,0.067,2.7
,5.5,6.13,8,40658.6,9.7,5.12,0.189,0.03,1.74
,5.6,7.71,10.51,1990.8,20.4,5.12,0.575,0.161,16.2
,7.2,7.03,10.17,277.3,8.6,5.12,0.025,0.046,0.62
,8.6,7.28,7.9,692.6,21.8,5.12,1.027,0.081,7.36
,7.8,6.85,12.51,287.3,7.3,5.12,0.289,0.066,3.55
2024/1/2 8:00,7.5,7.29,8.38,725,21,5.12,1.104,0.083,7.39
2024/1/2 8:00,8.7,7.81,10.83,659.5,3.7,5.12,0.025,0.088,1.02
2024/1/2 12:00,2,7.25,10.68,113.4,0.7,5.11,0.025,0.033,1.73
2024/1/3 12:00,6.3,7.93,12.66,1022,3.1,5.11,0.12,0.021,1.11
2024/1/3 12:00,5.8,7.74,11.56,620.6,64.9,5.11,0.208,0.053,5.37
2024/1/3 16:00,9,6.78,12.24,287.6,8.1,5.11,0.308,0.061,3.74
2024/1/3 20:00,14.1,7.6,10.92,714.8,50.3,5.11,0.586,0.263,11.82
2024/1/3 20:00,14.1,7.6,10.92,714.8,50.3,5.11,0.586,0.263,11.82
2024/1/1 4:00,4.6,8.37,15.77,632.4,4,5.11,0.133,0.054,2.35
2024/1/1 4:00,4.6,7.86,11.44,911.9,41,5.11,0.278,0.159,2.58
2024/1/1 8:00,4,8.9,15.57,931.9,2.2,5.11,0.038,0.088,2.49
2024/1/1 8:00,6,8.15,10.46,1046.2,4,5.11,0.158,0.038,1.07
2024/1/1 16:00,5,8.76,24.31,588.1,35,5.11,0.159,0.055,3.13
2024/1/1 16:00,5.4,8.37,13.51,583.3,69.9,5.11,0.094,0.103,5.94
,4.1,6.96,16.58,544.1,20.3,5.11,0.172,0.085,3.53
,9.7,7.96,10.83,783,7.4,5.11,0.036,0.045,2.13
2024/1/2 16:00,16.6,7.6,8.97,568.3,43.2,5.1,0.041,0.144,5
2024/1/2 20:00,6.2,8.62,15.16,1591.6,15.5,5.1,0.35,0.044,1.4
2024/1/3 0:00,5.8,8.62,14.84,1589.4,16,5.1,0.35,0.044,1.4
2024/1/3 16:00,16.7,7.66,9.14,572.7,41.2,5.1,0.025,0.136,4.82
2024/1/1 4:00,3.6,8.08,13.59,2095.1,9.4,5.1,0.51,0.072,10.69
2024/1/4 4:00,7.9,8.22,11.04,2691.8,12.7,5.1,0.204,0.116,3.68
2024/1/4 4:00,8.8,7.26,9.87,2118,3.1,5.1,0.036,0.063,8.92
2024/1/4 4:00,7.6,6.8,11.35,286.3,9.1,5.1,0.35,0.055,3.73
2024/1/1 8:00,4.5,7.94,9.6,946.3,54.1,5.1,0.189,0.163,2.32
2024/1/1 16:00,12.7,6.78,11.19,56.9,2.3,5.1,0.025,0.006,0.89
,16,7.51,8.46,557.2,84.9,5.1,0.025,0.157,5.18
2024/1/2 8:00,12.1,8.03,6.99,685.3,17.9,5.1,0.689,0.338,6.8
2024/1/2 12:00,5.7,8.62,14.39,546,20.7,5.09,0.025,0.059,3.52
